"","Megakaryocyte","Fibroblast","MSC","Myeloid","Neural"
"FASTKD2",0,0.251022918392449,0,1.08530497069677,0
"CREB1",2.93362669600293,0,0,1.96855468875888,0
"METTL21A",0,0,0,0,0
"FZD5",0,0.546390673613776,0,0,0
"IDH1",0,0.194363724047076,0,0,0
"SPAG16",0,0.958048616562599,0,0,0
"ATIC",0,0,0.375600961538462,0,0
"FN1",0,2.83445538415101,19.5112870222942,1.13558937088349,0
"XRCC5",0,0.277432947844434,0.99689538295024,0.282533762784653,0.561324726354196
"RPL37A",26.8026451526911,14.8403349709427,38.1061114908779,27.5857759910065,18.6997921070893
"IGFBP2",0,8.79233758160716,0,0,0
"IGFBP5",1.15127791848952,27.6108117301319,1.19317610920522,0,0
"TNS1",0,0.156504319519219,0.607976653696498,0.993640699523052,0
"ARPC2",8.25073783243402,2.10838921971151,12.7203652054795,13.1646083457235,4.7630053986231
"AAMP",1.83351668500183,0.879961290559841,0,0,0
"PNKD",4.91079562691354,1.72693802143032,1.44760385837858,0.372300819061802,0
"TMBIM1",0,0.161193292733117,0.466417910447761,1.36798905608755,0
"CTDSP1",0,2.18249812301716,2.13921441419047,1.31302521008403,0.561324726354196
"USP37",0,0.0383612091453123,0,0,0
"RQCD1",0,0.0383612091453123,0,0.561293219577907,0
"BCS1L",0,0.418628990057562,0,0,0
"RNF25",0,0.147778155433064,0,0,0
"WNT10A",0,0,0,0,0
"CNPPD1",0,0,0.818062827225131,0,0.600492403771092
"FAM134A",0,0.627020401117026,0,0,0
"ZFAND2B",0,0.0767224182906245,0,0,2.31535077564251
"ATG9A",0,0.287844333784289,0.670600858369099,0,0
"ANKZF1",0,0.453690541659924,0.318228105906314,1.64575020276212,0
"STK16",0,0,0.452898550724638,2.08287754574589,0.600492403771092
"TUBA4A",24.2108100474187,0.333466720021342,0,1.36798905608755,0.600492403771092
"DNAJB2",0,0.536677107030775,0,0,0
"DNPEP",1.356300013563,0.17964932451854,0,0,0
"GMPPA",0,0,0,0,0
"CHPF",0,0.66548896423415,0.526094276094276,0,0
"OBSL1",0,0.213548850049334,0,0,0
"FARSB",0,0.0767224182906245,0,0,0
"ACSL3",0,1.32570641046273,0.318228105906314,0,0
"SERPINE2",0,0.795329679095318,2.33282027624866,0,0
"DOCK10",0,0,0,0,0
"MFF",0,1.04864821457213,0.316295546558705,0.282533762784653,0
"TRIP12",1.37513751375138,0.639721261841078,0,0,0
"SP110",0,0.333003361554544,0,0,0
"SP140",0,0,0,0.314901121047991,0
"SP140L",0,0.108438699603114,0,0,0
"SP100",0,0.874849020405476,0,1.80018096005116,3.64679217467262
"CAB39",1.62311313098523,0,0,0,0
"ITM2C",0,1.11665110399254,0.707013574660633,2.61366843165668,0
"PSMD1",3.30400114538706,0.76701814084069,0,1.22040517451794,0
"NCL",3.00615617840249,1.51041499351817,0.707013574660633,1.18197610853029,2.76854928017719
"PTMA",43.9345224508787,29.0642355577403,24.2439335885931,46.0822398019378,22.1164081337687
"PDE6D",0.798466943468541,0.32705389848247,0,1.17178345441762,0
"COPS7B",0,0.1860361282161,0,0,0
"EIF4E2",0,0.0956782150272204,2.09321074895106,1.42775556824672,0
"GIGYF2",0,0.132952203682776,0,0.597434883832644,0.561324726354196
"INPP5D",0,0,0,0,0.561324726354196
"ARL4C",0,2.17592806535915,0,4.47550215131553,0
"COPS8",0,1.33551169211675,0.691371681415929,0,0
"COL6A3",1.83351668500183,1.36711471275749,0.801282051282051,1.13558937088349,0
"LRRFIP1",0,0.600148028776193,1.19634291797055,2.17467606407669,3.32987400653138
"UBE2F",0,0.0933580906914518,1.59306273436708,2.09020205043723,0
"ILKAP",4.8192205790452,0.0383612091453123,0.809585492227979,0,3.08546744831842
"HES6",0,0,0.572344322344322,0,0
"TWIST2",0,2.0035006751005,0.52257525083612,0,0
"NDUFA10",0,0.766728605115794,0,0.94876660341556,0
"MYEOV2",0,1.56566870429338,8.35496015606675,3.65115282471173,0.600492403771092
"GPC1",0,0.0767224182906245,1.16646312855329,0,0
"DUSP28",0,0,0,0,0
"RNPEPL1",0,0,0.415558510638298,0,0
"MTERF4",0,0.723806028610105,0,0.780152909970354,0
"PPP1R7",0.891981090000892,0.702736402988372,0.617588932806324,0.597434883832644,0
"HDLBP",0,0.788748793889042,2.91105599732767,0,0
"SEPT2",0,2.5518860948266,0.637755102040816,0.548726953467954,3.84024577572965
"STK25",0,0.0422354372212461,1.22514400286628,0,0
"THAP4",0,0,0,1.19075970469159,0
"ATG4B",0,0.396559793221098,0,0.880591757661148,0
"DTYMK",0,0.175187640904022,1.80967611643757,0.597434883832644,0
"ING5",0,0.0511226534702057,0.318228105906314,0.574448529411765,0
"CHL1",0,4.63584918008857,0,0,0
"TRNT1",0,0,0,0,0
"CRBN",0,0.243456370460284,0,0,0
"SUMF1",0,0.770927759579795,0.415558510638298,0,0
"BHLHE40",0,0.879683229322884,0,0,0
"ARL8B",3.16371506431689,0.43191761334027,0,0,0
"THUMPD3-AS1",1.86811133943583,3.03278942881553,0.353506787330317,0.876531855225092,1.16181713012529
"THUMPD3",0,0.579149288254625,0.76593137254902,0,0
"SETD5",0,0.149808162490061,0,0,0
"MTMR14",0,0.0383612091453123,0,0.561293219577907,0
"OGG1",0,0,0.620039682539682,0,0
"CAMK1",0,0,0,0.314901121047991,0
"TADA3",0,0.0986855090198555,2.08051974620029,0,0
"ARPC4",0,0.939154440310522,1.27812395449983,2.73280612315603,3.84024577572965
"RPUSD3",0,0,0.504032258064516,1.18119536971415,0.600492403771092
"JAGN1",0,0.171313412828088,0,0.687201940109793,0
"EMC3",0,2.31545578680511,0,1.5980590846027,0
"BRK1",0,2.9809044114914,0.691896508097166,5.34982134027439,0
"VHL",0,0.491960493310955,0,1.22040517451794,0
"SEC13",0,0.474032315934777,0.448994252873563,0,0
"ATG7",0,0.0956782150272204,0,0,0
"VGLL4",0,1.11595064460186,0.722892130119915,0,0
"TAMM41",0,0.108438699603114,0,1.33084908171413,0
"TIMP4",0,2.4925670862599,0,0,0
"MKRN2",0,0.429144935048562,0,0,0
"RAF1",0,0.20712420862297,0,0.574448529411765,3.08546744831842
"RPL32",21.4746195542755,26.2761979763615,41.6553741068682,60.8420257549125,5.16528382713442
"IQSEC1",0,0.19890080890327,0,2.4790833614363,0
"NUP210",0,0,0,0,0
"TMEM43",0,0.147778155433064,0.632591093117409,1.13558937088349,0
"XPC",0,0.3702977204397,0,0,0
"LSM3",0,1.11582561393665,2.14147477287058,2.2297552762796,0
"CCDC174",0,0.341164592544502,0,0,0
"FGD5-AS1",0,0.0383612091453123,0.740521327014218,0,0
"NR2C2",0,0,0,0,0
"MRPS25",0,0.29322073657049,0.375600961538462,0,0
"RBSN",0,0.0383612091453123,0.494462025316456,0,0
"SH3BP5",0,0.51351842078697,0,0,2.76854928017719
"BTD",0,0.252182534546439,0,0,0
"ANKRD28",1.22234445666789,0.506406036359953,0,0.769941484447182,4.7630053986231
"DPH3",0,0.478196751488677,0.847228336635116,0,0
"RFTN1",0,0.464534149398579,0,0,0
"SATB1",0,0,0,0,0
"RAB5A",7.00280704906978,0.209314495028781,1.28458942172534,0,0.561324726354196
"KAT2B",0,0,0,0.314901121047991,0
"UBE2E2",3.53987011604386,0,0,0,0
"UBE2E1",0,0,0.809585492227979,0,0.561324726354196
"RPL15",49.9491122658747,13.9377434260152,41.8229373785395,52.4966951237079,5.3699340311521
"TOP2B",2.60732934000261,0.37515006002401,0.504032258064516,0,0.600492403771092
"NGLY1",0,0,0,0,0
"SLC4A7",0,0.246463664452919,0,0,0
"CMC1",2.99833904959123,0.856947032696993,0.637755102040816,0,0
"AZI2",0,0.490767018199682,0.44138418079096,0.899442345745638,0.600492403771092
"RBMS3",0,3.72197310669261,0.756142768532172,0,0
"TGFBR2",0,2.15863659977893,0,0,0
"STT3B",0,0.709477939028952,0.512295081967213,0,0
"GPD1L",0,0.45604054613085,0,0,0
"CMTM8",0,2.46684959165888,0,0,0
"CMTM7",0,0.67633669921008,0,0,0
"CMTM6",0,0.864241263138234,0.620039682539682,1.18119536971415,0
"DYNC1LI1",0,0.156504319519219,0,0,0
"GLB1",0,0.0805966463665584,0,0,0
"CRTAP",0,0.754804889277014,0,0,0
"PDCD6IP",0,0,0,0,0
"EPM2AIP1",0,0.0767224182906245,1.73762422635276,0.548726953467954,0.600492403771092
"LRRFIP2",0.934055669717916,0.0511226534702057,0.931182512850588,1.8874737394958,1.16181713012529
"GOLGA4",0,1.10377809566215,1.3412017167382,0.993640699523052,0
"CTDSPL",0,0.52734272003375,0,0,3.84024577572965
"VILL",0,0,0,0,0
"ACAA1",0,0.492775238448919,0,1.42775556824672,0.561324726354196
"OXSR1",0,0,0,0,0
"EXOG",0,0,0.670600858369099,0,0
"CSRNP1",0,0.171313412828088,0,0,0
"CX3CR1",0,0,0,4.3648480642042,0
"SLC25A38",0,0.17964932451854,0.318228105906314,0,0
"RPSA",0,4.83181713857116,43.807670685212,27.0096319949782,4.44073817950074
"MOBP",85.2196947648598,0,0,0,0
"EIF1B",0,1.77779165499231,0.882768361581921,1.01419878296146,0.600492403771092
"ENTPD3-AS1",0,0.268882256459896,0,0,0
"RPL14",4.71949188274309,7.30740561483073,12.7814278065923,28.2765194013932,6.20304771339712
"CTNNB1",2.15238915195867,0.140920946241102,0.353506787330317,0,0
"TRAK1",0,0.1860361282161,0,0,0
"SEC22C",0,0,0,0,0
"SS18L2",0,0.589528994366463,0,1.19075970469159,0
"NKTR",0,0.535283411217218,1.59637787624559,1.22040517451794,1.16181713012529
"HIGD1A",0,0.0422354372212461,0,0,0
"POMGNT2",0,0.147778155433064,0.512295081967213,0,0
"SNRK",0,0,0.44138418079096,0,0
"ANO10",0,0.51414270867858,0,0,0
"ABHD5",0,1.31782587998464,0,0,0
"KIAA1143",0,0.553064112740317,0.625,1.22040517451794,0
"TMEM42",0,0.251022918392449,0,0,0
"ZDHHC3",0,0.583116172827591,0.360854503464203,1.31302521008403,0
"EXOSC7",0,0.149808162490061,0,1.31302521008403,0
"SACM1L",0,0,0.627510040160642,0,0
"LTF",0,0,0,0,44.2974972864659
"CCDC12",0,1.22915795534617,0,1.36798905608755,4.7630053986231
"SETD2",1.76803394625177,0.945265965827931,0,0.315238635647185,0
"RP11-708J19.1",0,0.29322073657049,0.318228105906314,0,0
"ELP6",0,0,0,1.45431721720228,0
"SMARCC1",1.98019801980198,0,0,0,0
"DHX30",0,1.35780052851538,0.809585492227979,1.09539154561754,0
"MAP4",1.86811133943583,0.280331912984974,1.2040783058433,0.880591757661148,0
"CAMP",0,0,0,0,22.4653124095587
"NME6",0,0.656548139166094,0,0,4.20168067226891
"TMA7",0,7.16998969600782,6.8707180907237,5.39606150140966,2.32363426025058
"SHISA5",0,1.48507009229818,0.948089046493302,0.993640699523052,0.600492403771092
"UQCRC1",2.76950772000277,0,1.32209508528965,0.912673519479829,0
"IP6K2",0,0.786543010264944,0,0.574448529411765,0
"PRKAR2A",0,0.936359340202782,0,0,0
"ARIH2",3.96674282812897,0.232262000594241,0,0,4.20168067226891
"P4HTM",0,0.768720529704774,0,0,0
"WDR6",0,0.355405128422488,0.670600858369099,0,0
"DALRD3",0,0.569558677027609,0,0,0
"NDUFAF3",1.83351668500183,1.96920138746812,1.74518244027547,0.574448529411765,0
"IMPDH2",3.26844278630762,0.0933580906914518,1.23063670066301,0,0
"QRICH1",0,0.196043835401596,0,0,0
"QARS",1.98019801980198,0.318988331898876,0,1.87957603518209,0
"LAMB2",0,0.546072816882306,0,0,0
"CCDC71",0,2.12371735079526,0,0,0
"KLHDC8B",0,0,0,0,0
"USP4",0,0.146799908748427,0,0,0
"GPX1",1.30276185513288,5.01531435158472,11.3342869657719,9.80976645584,4.76944162738101
"RHOA",14.9230880818014,3.21409950673863,3.10823859881285,2.59766071195624,1.15767538782126
"TCTA",0,0.210393435724805,1.23082109336909,0,0
"DAG1",0,0,0,0,0
"APEH",0,0,0.316295546558705,0,0
"RNF123",0,0.352548154920814,0,0,0
"GMPPB",0,0.29322073657049,0.448994252873563,1.34916351861846,0
"IP6K1",0,0.635768326021998,0,0,0
"FAM212A",0,0,0,0,0
"UBA7",0,0.0422354372212461,0.318228105906314,0,0
"RBM6",1.22234445666789,2.47229418964695,0.754830917874396,0,0.561324726354196
"RBM5",1.8001800180018,0.920495642801473,0,0,0
"GNAI2",5.75078282776738,0.3957107501895,2.80672743405663,1.48544266191325,4.76944162738101
"IFRD2",0,0.338966987254495,0.637755102040816,1.42775556824672,0
"TUSC2",0,0.0422354372212461,0,1.17178345441762,0.600492403771092
"RASSF1",0,0,0.316295546558705,0,4.20168067226891
"NPRL2",1.83351668500183,0,0,0,0
"CYB561D2",0,0.847842822805297,0,0,0
"TMEM115",0,0,2.05440655634287,0,0
"CISH",0,0,0,1.31302521008403,0
"MAPKAPK3",0,0.122832083587804,0.452898550724638,0.981150501641716,0
"MANF",1.76803394625177,1.71992401436714,0,1.1015642211941,0.561324726354196
"RBM15B",0,0.408981227761646,0.519102990033223,0,0
"RAD54L2",0,0.29322073657049,0,0,0
"TEX264",0,1.44622851675852,0,1.08530497069677,0
"RRP9",0,0.539647837575903,0.60562015503876,0,0
"ABHD14B",0,1.52554593226633,0,0.282533762784653,0
"ABHD14A",1.5001500150015,0.36966291717285,0,0,0
"RPL29",0,21.7646493783149,60.3958824999633,45.2796046534199,3.52047732548873
"ALAS1",0,0.1860361282161,0.882768361581921,0.314901121047991,1.12264945270839
"TWF2",0,0.548641473581199,0,1.06268667275501,0
"PPM1M",0,0,0.405844155844156,0,0
"WDR82",0,0.302145571862655,0.272212543554007,0,0
"BAP1",0,0.373775883979966,0,0,0.561324726354196
"PHF7",0,0,0.789141414141414,0,0
"NISCH",0,0.86475268073331,0,0,0
"NT5DC2",0,0.0383612091453123,3.76351343582987,0,0
"SMIM4",1.83351668500183,0.218510298615025,0.707013574660633,0,0
"PBRM1",1.41442715700141,1.42324364562277,0,0,0
"GNL3",0,0.137913652248467,1.1219720654771,0,0
"GLT8D1",0,0.415820244110148,0.415558510638298,1.42775556824672,0
"SPCS1",3.56448373863423,4.41972540044417,3.4695090273034,1.1015642211941,2.76854928017719
"TMEM110",0,0,0,0,0
"TKT",1.76803394625177,0.0511226534702057,0,2.87093841662627,2.28446658283368
"DCP1A",0,0.132952203682776,0,0.687539454708987,0
"ACTR8",0,0,0,0,0
"SELK",7.21601648752788,2.62216932246994,0,1.67601275060586,0
"WNT5A",0,0.0956782150272204,1.1082769532955,0,0
"CCDC66",0,0.288116922345416,0,0,0
"FAM208A",3.05586114166972,0.198739756740465,0,0.315238635647185,0
"ARHGEF3",0,0.30828041186263,0,0,0
"APPL1",1.41442715700141,1.48496445402305,0.620039682539682,1.42775556824672,0.561324726354196
"ARF4",2.07210050868457,1.0759945553612,0.992512186542037,0.574448529411765,0.600492403771092
"SLMAP",1.941370607649,0.0805966463665584,0.415558510638298,0,0.561324726354196
"FLNB",0,0.352512815091442,0,0,0
"DNASE1L3",0,3.69763500379466,0,0.94876660341556,0
"PXK",0,0,0,0,0.561324726354196
"PDHB",0,0.330079771005535,0,0,0
"FHIT",0,0,0.44138418079096,0,0
"C3orf14",0,0,0.578703703703704,0,0
"THOC7",0,0.414809768102187,3.21501450193794,0.698616738857063,0
"ATXN7",0,0.29322073657049,0.44138418079096,0,0
"PSMD6",1.20743781695243,0.256216855036178,0.44138418079096,1.82935836107671,0
"SLC25A26",0,0,0,0.698616738857063,0
"SUCLG2",0,0,0.316295546558705,0,0
"TMF1",4.40591322813873,0.837797407741175,0.76593137254902,0,0
"UBA3",0,0.375702157242588,0,0.372300819061802,0
"ARL6IP5",0,0.796084874848855,0,4.36637439662632,6.09842328670857
"FOXP1",3.45662981598706,1.6384043964371,0.568181818181818,1.01385537450425,0
"EIF4E3",1.13804483896666,0,0,0.315238635647185,0
"RYBP",0,0.150432450381671,1.01335606357928,0,0
"PPP4R2",1.25328988595062,0,0.777363184079602,1.34916351861846,1.12264945270839
"GBE1",0,0.0383612091453123,0,0,0
"CHMP2B",0,0.798655336786379,0,0,0
"CGGBP1",0,0,0.550176056338028,0.993640699523052,0
"C3orf38",0,0.30828041186263,0,0,0
"ARL13B",0,0.778225481425418,0,0,0
"NSUN3",0,0,0,0,0
"MTRNR2L12",0,6.27033678701323,1.55042424720663,0,0
"CLDND1",5.22398237928385,1.0736544167727,0,1.32485426603074,0
"ST3GAL6",0,0,0,0,0
"DCBLD2",0,0,0.76593137254902,0,0
"COL8A1",0,0.382577219925386,1.02451252778339,0,0
"CMSS1",0,0.575770368386197,1.77200332407894,0,0
"TBC1D23",0,0.204490613880823,0,0,0
"NIT2",0,2.34864497329574,0,0,0
"TOMM70A",1.356300013563,0.108438699603114,0,0,0
"TMEM45A",0,0.30828041186263,0.659282700421941,0,0
"TFG",1.83351668500183,0.858644382478598,0,0,0
"SENP7",0,0.197371018039711,0,1.32485426603074,0
"TRMT10C",0,0.17964932451854,0,0,0.600492403771092
"PCNP",0,1.20753598070438,0,0.630139756695176,0.600492403771092
"ZBTB11",0,0.5977032715752,0,0.282533762784653,0
"RPL24",18.4418998209496,12.0349391238349,21.5316145222907,25.0063664143838,1.68397417906259
"NFKBIZ",0,1.31557702146133,0,0,0
"ALCAM",0,0,1.575516864777,0.561293219577907,0
"CBLB",0,1.02438229232792,1.21394693225205,0.597434883832644,0
"BBX",1.70706725844998,1.02592881946313,0.386757425742574,1.34916351861846,0
"CD47",1.86811133943583,1.96876060310613,0,1.25990995843497,1.12264945270839
"IFT57",0,0.579085201610903,0.316295546558705,0,0
"DZIP3",0,0.0956782150272204,0.632591093117409,0,0
"CD96",0,0,0,0,0
"CD200",0,0.846561731820404,0,0,0
"ATG3",12.1663007566968,0.293748188149388,0.504032258064516,0.630139756695176,0
"CCDC80",0,5.78038414550603,7.17028059315479,0,0
"C3orf17",0,0.478196751488677,1.35976154856601,0,0
"NAA50",0,0,0.632591093117409,1.19075970469159,0
"CCDC191",1.9040365575019,0,0.625,0,0
"RP11-553L6.2",0,0,0,1.36798905608755,0
"TIGIT",0,0,0,1.36798905608755,0
"ZBTB20",3.35403303536182,0.839614519124932,0.386757425742574,0,0
"B4GALT4",0,0,0,0,0
"TMEM39A",1.8001800180018,0.0422354372212461,0,0,0
"POGLUT1",0,0,0,0,0
"TIMMDC1",0,0.374344834515946,0,0,0
"COX17",0.891981090000892,0.66511019595898,0.272212543554007,0.561293219577907,6.92571322404807
"GSK3B",4.86354729001478,0,0,0,0
"LRRC58",0,0.675309056964302,0,0,0
"FSTL1",0,10.4303198663438,5.95589875799485,0,0
"NDUFB4",0,2.74326918681759,0.691371681415929,3.43277879000034,1.16181713012529
"HCLS1",0,0,0.375600961538462,3.56338320876316,0
"GOLGB1",0,0.295438455401223,1.59016225749672,0,0.561324726354196
"IQCB1",0,0.0422354372212461,0.44138418079096,0.314901121047991,0
"EAF2",0,0,0,0,0.561324726354196
"CSTA",0,0.268882256459896,0,1.19075970469159,5.85401672849561
"CCDC58",0,0.0956782150272204,0,0,0
"FAM162A",3.54563548030754,0,0.591856060606061,1.40726146918097,0
"PARP9",0,0.252182534546439,0,0,0
"DTX3L",0,0.204490613880823,0,0,0
"PARP14",0,1.53718868900393,0.703052972301279,0,0
"HACD2",3.73755324250374,0.0422354372212461,0,0,0
"CCDC14",0,1.04470297421681,0.670600858369099,0.654834581846455,0
"UMPS",0,0.333466720021342,0.607976653696498,0,0
"ITGB5",0,0.920762427328632,0,0,0
"ZNF148",1.9040365575019,0.472461392999821,0,0,0
"SNX4",0.738879858135067,0,0.316295546558705,0,0
"OSBPL11",0,0.352268769313887,0,0,0
"SLC41A3",0,0.0986855090198555,0,0,0
"TPRA1",1.86811133943583,0.0511226534702057,0,0,0
"ABTB1",0,0.435866179554718,0,0,0
"MGLL",0,0.58138675146098,0,0.94876660341556,0.561324726354196
"SEC61A1",0,1.20567096763348,4.10308506459989,0.780152909970354,0.600492403771092
"RUVBL1",0,0,0,0,0
"RPN1",0,0.954626386457714,0,0,0
"RAB7A",9.56614533818532,1.03165300875651,0.550176056338028,3.42308927511558,0
"ISY1",0,0.531354831377423,1.02588383838384,0,0
"CNBP",18.2122109789892,4.04948845730404,0.560035842293907,3.19573199294462,0
"COPG1",0,0.331619564759008,0.691371681415929,0.574448529411765,0
"HMCES",0,0.147778155433064,0,0,0
"H1FX",0,2.25288989418631,1.26952325883084,1.63630605812455,0
"MBD4",0,0.259315924590929,0.818062827225131,0,1.76230953389638
"PLXND1",0,0.611566937858809,0,0,0
"ATP2C1",0,0.28073035911584,0,0,0
"NUDT16",0,0,0,0,0
"MRPL3",0,0.662456043802176,0.637755102040816,0.863628074515945,0.600492403771092
"TMEM108",0,2.61863222237724,0,0,0
"CDV3",0,0.468408377474512,1.02524287306896,0.780152909970354,0
"TOPBP1",0,0,0.818062827225131,0.548726953467954,0
"TF",0,6.01592133133027,0,0,0
"SRPRB",0,0.655173547438722,0,0,0
"RYK",0,0.398801073825513,0,0,0
"AMOTL2",0,0.330083259574128,0,0,0
"ANAPC13",1.941370607649,0.536843628740771,0,0.315238635647185,0
"CEP63",0,0.613335274539519,0,0,0
"MSL2",0,0,0,0,2.76854928017719
"PCCB",0,0,0,0,0
"STAG1",0,0.209314495028781,0.607976653696498,0,0
"NCK1",0,0.108438699603114,0.895479618883874,0.282533762784653,1.72314185647948
"ARMC8",1.30276185513288,0,0.568181818181818,0,0
"MRAS",2.15238915195867,0.311117693681142,0.544425087108014,0,0
"FAIM",0,0,0,0.880591757661148,0
"PIK3CB",0,0,0,0,0
"MRPS22",1.15127791848952,0.589991465484585,0,0.282533762784653,0
"COPB2",0,0.0986855090198555,0.375600961538462,1.08530497069677,0
"RBP1",0,4.58429197974527,0,0,0
"SLC25A36",0,1.51238858411331,0,0,0
"ZBTB38",0,0.563416808883435,0.801282051282051,0,0
"RASA2",0,0,0,0,0
"RNF7",1.06462259129139,1.97461880414415,3.45380193230501,1.91671600955551,0
"ATP1B3",0,0.0511226534702057,0.818062827225131,1.34916351861846,0
"TFDP2",0,0.945245867778606,0.928579668406314,2.01838853642312,1.12264945270839
"XRN1",0,0,0.818062827225131,0,0.600492403771092
"U2SURP",7.73289506645601,1.11308876627017,0.375600961538462,0.282533762784653,1.12264945270839
"CHST2",0,0.306889673162498,0,0,0
"C3orf58",1.37513751375138,0.541291042301631,0.78125,0,0.600492403771092
"PLOD2",0,0.251022918392449,1.37853482817075,0,0
"PLSCR1",0,2.34910815732533,0,0,5.85401672849561
"GYG1",0,0.0986855090198555,0,0,0
"CP",0,11.0811763166097,0,0,0
"TM4SF1",0,1.82576972077224,0,0,0
"COMMD2",0,1.59198859458513,0,0.315238635647185,0
"RNF13",25.3396532660665,0,0,0,0
"PFN2",9.60514801728525,0.221884761739786,1.42725459719799,0,0
"TSC22D2",0,0.204490613880823,0,0,0
"SERP1",0,3.36313992697477,1.73326243607708,2.34045872991106,0
"EIF2A",0,0.326450193015966,0,1.33084908171413,0
"SELT",0,0.19001359265431,0.78125,1.57722661976794,3.84024577572965
"SIAH2",4.63992356929115,0,0.578703703703704,0,0
"MBNL1",3.21701174325006,0.669311010727503,0.919561399127626,1.35460143938212,3.32987400653138
"RAP2B",0,0,0.386757425742574,0,0
"DHX36",0,0.838471938339236,0.801282051282051,0,0
"MME",0,0.30828041186263,0,0,0
"GMPS",5.34076396145362,0.0383612091453123,0,1.67601275060586,0
"SSR3",0,0.899563857848441,2.25918139530666,4.82706018016335,0.600492403771092
"TIPARP",0,0,1.27250120206756,0,0
"CCNL1",4.61838636693858,11.1951286844099,2.33100834921796,0,1.12264945270839
"PTX3",0,3.63736473358543,0.607976653696498,0,3.08546744831842
"RSRC1",0,1.95890705563591,1.16420038295038,0.372300819061802,0
"LXN",0,0.0383612091453123,0,0,0
"MFSD1",0,0.253203018179977,0.620039682539682,0,0
"SMC4",0,0,0.405844155844156,1.34916351861846,0
"TRIM59",0,0,0,0,0
"KPNA4",0,0.287844333784289,0,0,6.17093489663684
"B3GALNT1",0,0.108438699603114,0,0.780152909970354,0
"NMD3",0,0,0.617588932806324,0,0
"PDCD10",8.96802789609157,0.704157296513719,0.713470319634703,2.55874876077914,0
"GOLIM4",0.961261174661156,0.579712909479868,0,0,0
"MYNN",0,0,0,0,0
"SEC62",22.8108049316682,6.30483047496504,3.0883354186753,2.40090216870403,0.561324726354196
"GPR160",0,0,0,0,0
"PHC3",0,0.255238608351541,0.44138418079096,0,0
"PRKCI",0,0.280331912984974,0,0,0
"SKIL",0,0.402385804643389,0,0,0
"CLDN11",0,0.140920946241102,0.386757425742574,0,0
"RPL22L1",11.7639139996742,0.860570611802799,3.1670564876856,2.3668897370837,0.600492403771092
"TNIK",0,0,0,0,0
"FNDC3B",0,2.31038364598768,1.4727822527914,0.597434883832644,0
"TNFSF10",0,1.81566193359337,0,1.92928227566546,0
"TBL1XR1",0,0.562951947507619,0,0,0
"ZMAT3",0,0.1860361282161,0,0.687539454708987,0
"PIK3CA",0,1.58422364730083,0,1.1015642211941,0
"ZNF639",0,0.209314495028781,0,0,0
"ACTL6A",0,0.0805966463665584,0.560035842293907,0,0
"MRPL47",1.59693388693708,0.317955133842167,0,1.31302521008403,0
"NDUFB5",0,0,0.747607655502392,1.19075970469159,0
"TTC14",0,4.52670362601006,0,0,4.80217307604
"FXR1",3.49333289477639,0.467974844723571,0,0.282533762784653,0
"DNAJC19",17.7146298940066,1.02270129737616,0,1.40020609174476,0
"ATP11B",0,0.0422354372212461,0,0,0
"DCUN1D1",0,0.549283010915611,0,0,0
"KLHL24",0,0,0.747607655502392,0.993640699523052,0
"PARL",0,0.472939673551349,0,0.372300819061802,0
"ABCC5",0,0.757752858593195,0,0,0
"EIF2B5",0,0.0383612091453123,0,0,0
"DVL3",0,0.773036487322202,0,0,0
"AP2M1",0,1.14445185379278,3.80205456570407,1.22040517451794,0.600492403771092
"ALG3",0,0.82329056550324,0,0,0
"PSMD2",2.66657828290437,0.235732227185023,0.818062827225131,0,0
"EIF4G1",2.16473260229249,0.376327963186986,0.809585492227979,0,0
"POLR2H",0,0.519905174852345,1.70350334457327,0.372300819061802,0
"MAGEF1",0,0.511876390775805,0.926204759602812,0,0
"VPS8",0,0,0,0,0
"MAP3K13",0,0,1.55858415423935,1.42775556824672,0
"IGF2BP2",0,1.74536015394114,0,0,0
"TRA2B",0,4.48664860241836,3.14937478905409,0.561293219577907,0.561324726354196
"ETV5",0,0.196043835401596,0,0,0
"DNAJB11",0,0.673433360240468,0,2.65447133963229,1.16181713012529
"EIF4A2",8.80296047842439,5.50338584040165,3.7550949268126,4.93564198071141,0.561324726354196
"RFC4",0,0,0,0,0
"ST6GAL1",0,0,0,0,0
"RPL39L",0,0.325489047293559,0.777363184079602,0,0
"BCL6",0,1.23402005128437,0.809585492227979,0,0
"LPP",0,1.20206945648186,0,0,0
"TPRG1",0,0.990336707705226,0,1.80034378296124,0
"CCDC50",0,0.210393435724805,0,2.59799296832094,0
"OPA1",0,0,0.452898550724638,0,0
"HES1",0,3.7456506305838,0,0,0
"ATP13A3",0,0,0.620039682539682,0,0
"LSG1",0,0,0.272212543554007,0,0
"FAM43A",0,2.45864497374065,0,0,0.600492403771092
"XXYLT1",0,0.0956782150272204,0,0,0
"ACAP2",0.891981090000892,0.77322420515792,0,0,0
"PPP1R2",0,0.352512815091442,0,1.63169728140311,0
"APOD",0,7.10556840621577,0,0,0
"LINC00969",1.76803394625177,0.853051576164667,0,0,0.561324726354196
"TNK2",0,0,0,0,0.561324726354196
"TFRC",0,0.256062274345121,1.07672325153738,0,0
"PCYT1A",0,0.300168828908043,0,0,0
"UBXN7",2.15238915195867,0.380399852263176,0,0,0
"RNF168",0,0.252182534546439,0.44138418079096,0,0.600492403771092
