source,target,gene_A,gene_B,type_gene_A,type_gene_B,MeanLR
Megakaryocyte,Megakaryocyte,PIK3R1,MYB,Receptor,Transcription Factor,0.299743775826145
Megakaryocyte,Megakaryocyte,PKN2,MYB,Receptor,Transcription Factor,0.299743775826145
Megakaryocyte,Megakaryocyte,PLK1,MYB,Receptor,Transcription Factor,0.299743775826145
Megakaryocyte,Megakaryocyte,PLK2,MYB,Receptor,Transcription Factor,0.299743775826145
Megakaryocyte,Megakaryocyte,PRKAA1,MYB,Receptor,Transcription Factor,0.299743775826145
Megakaryocyte,Megakaryocyte,PRKACA,MYB,Receptor,Transcription Factor,0.299743775826145
Megakaryocyte,Megakaryocyte,PRKCA,MYB,Receptor,Transcription Factor,0.299743775826145
Megakaryocyte,Megakaryocyte,PRKCB,MYB,Receptor,Transcription Factor,0.299743775826145
Megakaryocyte,Megakaryocyte,PRKCD,MYB,Receptor,Transcription Factor,0.299743775826145
Megakaryocyte,Megakaryocyte,PRKCE,MYB,Receptor,Transcription Factor,0.299743775826145
Megakaryocyte,Megakaryocyte,PRKCI,MYB,Receptor,Transcription Factor,0.299743775826145
Megakaryocyte,Megakaryocyte,PRKCZ,MYB,Receptor,Transcription Factor,0.299743775826145
Megakaryocyte,Megakaryocyte,PRNP,MYB,Receptor,Transcription Factor,0.299743775826145
Megakaryocyte,Megakaryocyte,PSEN1,MYB,Receptor,Transcription Factor,0.299743775826145
Megakaryocyte,Megakaryocyte,PTEN,MYB,Receptor,Transcription Factor,0.299743775826145
Megakaryocyte,Megakaryocyte,PTK2,MYB,Receptor,Transcription Factor,0.299743775826145
Megakaryocyte,Megakaryocyte,PTPN1,MYB,Receptor,Transcription Factor,0.299743775826145
Megakaryocyte,Megakaryocyte,PTPRF,MYB,Receptor,Transcription Factor,0.299743775826145
Megakaryocyte,Megakaryocyte,RACK1,MYB,Receptor,Transcription Factor,0.299743775826145
Megakaryocyte,Megakaryocyte,RAF1,MYB,Receptor,Transcription Factor,0.299743775826145
Megakaryocyte,Megakaryocyte,RET,MYB,Receptor,Transcription Factor,0.299743775826145
Megakaryocyte,Megakaryocyte,RIPK1,MYB,Receptor,Transcription Factor,0.299743775826145
Megakaryocyte,Megakaryocyte,RIPK3,MYB,Receptor,Transcription Factor,0.299743775826145
Megakaryocyte,Megakaryocyte,RPS6KA3,MYB,Receptor,Transcription Factor,0.299743775826145
Megakaryocyte,Megakaryocyte,RPS6KB1,MYB,Receptor,Transcription Factor,0.299743775826145
Megakaryocyte,Megakaryocyte,RYK,MYB,Receptor,Transcription Factor,0.299743775826145
Megakaryocyte,Megakaryocyte,SENP1,MYB,Receptor,Transcription Factor,0.299743775826145
Megakaryocyte,Megakaryocyte,SGK1,MYB,Receptor,Transcription Factor,0.299743775826145
Megakaryocyte,Megakaryocyte,SIGIRR,MYB,Receptor,Transcription Factor,0.299743775826145
Megakaryocyte,Megakaryocyte,SIRT1,MYB,Receptor,Transcription Factor,0.299743775826145
Megakaryocyte,Megakaryocyte,SRC,MYB,Receptor,Transcription Factor,0.299743775826145
Megakaryocyte,Megakaryocyte,STRADB,MYB,Receptor,Transcription Factor,0.299743775826145
Megakaryocyte,Megakaryocyte,SYK,MYB,Receptor,Transcription Factor,0.299743775826145
Megakaryocyte,Megakaryocyte,TBK1,MYB,Receptor,Transcription Factor,0.299743775826145
Megakaryocyte,Megakaryocyte,TGFBR1,MYB,Receptor,Transcription Factor,0.299743775826145
Megakaryocyte,Megakaryocyte,TGFBR2,MYB,Receptor,Transcription Factor,0.299743775826145
Megakaryocyte,Megakaryocyte,TLR2,MYB,Receptor,Transcription Factor,0.299743775826145
Megakaryocyte,Megakaryocyte,TLR3,MYB,Receptor,Transcription Factor,0.299743775826145
Megakaryocyte,Megakaryocyte,TLR4,MYB,Receptor,Transcription Factor,0.299743775826145
Megakaryocyte,Megakaryocyte,TLR9,MYB,Receptor,Transcription Factor,0.299743775826145
Megakaryocyte,Megakaryocyte,TNFRSF11A,MYB,Receptor,Transcription Factor,0.299743775826145
Megakaryocyte,Megakaryocyte,TNK2,MYB,Receptor,Transcription Factor,0.299743775826145
Megakaryocyte,Megakaryocyte,TTN,MYB,Receptor,Transcription Factor,0.299743775826145
Megakaryocyte,Megakaryocyte,WNK1,MYB,Receptor,Transcription Factor,0.299743775826145
Megakaryocyte,Megakaryocyte,XIAP,MYB,Receptor,Transcription Factor,0.299743775826145
Megakaryocyte,Megakaryocyte,ABL1,NFAT5,Receptor,Transcription Factor,1.90873252983883
Megakaryocyte,Megakaryocyte,ATM,NFAT5,Receptor,Transcription Factor,1.90873252983883
Megakaryocyte,Megakaryocyte,CDK1,NFAT5,Receptor,Transcription Factor,1.90873252983883
Megakaryocyte,Megakaryocyte,CDK2,NFAT5,Receptor,Transcription Factor,1.90873252983883
Megakaryocyte,Megakaryocyte,CDK5,NFAT5,Receptor,Transcription Factor,1.90873252983883
Megakaryocyte,Megakaryocyte,CSNK1A1,NFAT5,Receptor,Transcription Factor,1.90873252983883
Megakaryocyte,Megakaryocyte,GNAS,NFAT5,Receptor,Transcription Factor,1.90873252983883
Megakaryocyte,Megakaryocyte,GSK3A,NFAT5,Receptor,Transcription Factor,1.90873252983883
Megakaryocyte,Megakaryocyte,GSK3B,NFAT5,Receptor,Transcription Factor,1.90873252983883
Megakaryocyte,Megakaryocyte,LRP5,NFAT5,Receptor,Transcription Factor,1.90873252983883
Megakaryocyte,Megakaryocyte,LRP6,NFAT5,Receptor,Transcription Factor,1.90873252983883
Megakaryocyte,Megakaryocyte,MAP3K4,NFAT5,Receptor,Transcription Factor,1.90873252983883
Megakaryocyte,Megakaryocyte,MAPK14,NFAT5,Receptor,Transcription Factor,1.90873252983883
Megakaryocyte,Megakaryocyte,PLK1,NFAT5,Receptor,Transcription Factor,1.90873252983883
Megakaryocyte,Megakaryocyte,PRKACA,NFAT5,Receptor,Transcription Factor,1.90873252983883
Megakaryocyte,Megakaryocyte,TGFBR1,NFAT5,Receptor,Transcription Factor,1.90873252983883
Megakaryocyte,Megakaryocyte,ATM,STAT4,Receptor,Transcription Factor,0.764499751322428
Megakaryocyte,Megakaryocyte,CAMKK1,STAT4,Receptor,Transcription Factor,0.764499751322428
Megakaryocyte,Megakaryocyte,CASP3,STAT4,Receptor,Transcription Factor,0.764499751322428
Megakaryocyte,Megakaryocyte,CSF1R,STAT4,Receptor,Transcription Factor,0.764499751322428
Megakaryocyte,Megakaryocyte,CSNK1A1,STAT4,Receptor,Transcription Factor,0.764499751322428
Megakaryocyte,Megakaryocyte,CSNK1G2,STAT4,Receptor,Transcription Factor,0.764499751322428
Megakaryocyte,Megakaryocyte,EGFR,STAT4,Receptor,Transcription Factor,0.764499751322428
Megakaryocyte,Megakaryocyte,GSK3A,STAT4,Receptor,Transcription Factor,0.764499751322428
Megakaryocyte,Megakaryocyte,GSK3B,STAT4,Receptor,Transcription Factor,0.764499751322428
Megakaryocyte,Megakaryocyte,HSP90AA1,STAT4,Receptor,Transcription Factor,0.764499751322428
Megakaryocyte,Megakaryocyte,HSP90AB1,STAT4,Receptor,Transcription Factor,0.764499751322428
Megakaryocyte,Megakaryocyte,IGF1R,STAT4,Receptor,Transcription Factor,0.764499751322428
Megakaryocyte,Megakaryocyte,IKBKE,STAT4,Receptor,Transcription Factor,0.764499751322428
Megakaryocyte,Megakaryocyte,IL12RB1,STAT4,Receptor,Transcription Factor,0.764499751322428
Megakaryocyte,Megakaryocyte,IL12RB2,STAT4,Receptor,Transcription Factor,0.764499751322428
Megakaryocyte,Megakaryocyte,IL2RB,STAT4,Receptor,Transcription Factor,0.764499751322428
Megakaryocyte,Megakaryocyte,ILK,STAT4,Receptor,Transcription Factor,0.764499751322428
Megakaryocyte,Megakaryocyte,INSR,STAT4,Receptor,Transcription Factor,0.764499751322428
Megakaryocyte,Megakaryocyte,ITGB1,STAT4,Receptor,Transcription Factor,0.764499751322428
Megakaryocyte,Megakaryocyte,JAK1,STAT4,Receptor,Transcription Factor,0.764499751322428
Megakaryocyte,Megakaryocyte,JAK2,STAT4,Receptor,Transcription Factor,0.764499751322428
Megakaryocyte,Megakaryocyte,JAK3,STAT4,Receptor,Transcription Factor,0.764499751322428
Megakaryocyte,Megakaryocyte,LCK,STAT4,Receptor,Transcription Factor,0.764499751322428
Megakaryocyte,Megakaryocyte,MAP2K6,STAT4,Receptor,Transcription Factor,0.764499751322428
Megakaryocyte,Megakaryocyte,MAPK1,STAT4,Receptor,Transcription Factor,0.764499751322428
Megakaryocyte,Megakaryocyte,MAPK11,STAT4,Receptor,Transcription Factor,0.764499751322428
Megakaryocyte,Megakaryocyte,MAPK14,STAT4,Receptor,Transcription Factor,0.764499751322428
Megakaryocyte,Megakaryocyte,MAPK8,STAT4,Receptor,Transcription Factor,0.764499751322428
Megakaryocyte,Megakaryocyte,MAPKAPK2,STAT4,Receptor,Transcription Factor,0.764499751322428
Megakaryocyte,Megakaryocyte,MTOR,STAT4,Receptor,Transcription Factor,0.764499751322428
Megakaryocyte,Megakaryocyte,PAK1,STAT4,Receptor,Transcription Factor,0.764499751322428
Megakaryocyte,Megakaryocyte,PDK1,STAT4,Receptor,Transcription Factor,0.764499751322428
Megakaryocyte,Megakaryocyte,PDPK1,STAT4,Receptor,Transcription Factor,0.764499751322428
Megakaryocyte,Megakaryocyte,PIK3CA+PIK3R1,STAT4,Receptor,Transcription Factor,0.764499751322428
Megakaryocyte,Megakaryocyte,PIK3CA,STAT4,Receptor,Transcription Factor,0.764499751322428
Megakaryocyte,Megakaryocyte,PIK3R1,STAT4,Receptor,Transcription Factor,0.764499751322428
Megakaryocyte,Megakaryocyte,PKN2,STAT4,Receptor,Transcription Factor,0.764499751322428
Megakaryocyte,Megakaryocyte,PRKAA1,STAT4,Receptor,Transcription Factor,0.764499751322428
Megakaryocyte,Megakaryocyte,PRKCA,STAT4,Receptor,Transcription Factor,0.764499751322428
Megakaryocyte,Megakaryocyte,PRKCB,STAT4,Receptor,Transcription Factor,0.764499751322428
Megakaryocyte,Megakaryocyte,PRKCZ,STAT4,Receptor,Transcription Factor,0.764499751322428
Megakaryocyte,Megakaryocyte,PTEN,STAT4,Receptor,Transcription Factor,0.764499751322428
Megakaryocyte,Megakaryocyte,PTPN1,STAT4,Receptor,Transcription Factor,0.764499751322428
Megakaryocyte,Megakaryocyte,PTPRF,STAT4,Receptor,Transcription Factor,0.764499751322428
Megakaryocyte,Megakaryocyte,RET,STAT4,Receptor,Transcription Factor,0.764499751322428
Megakaryocyte,Megakaryocyte,SENP1,STAT4,Receptor,Transcription Factor,0.764499751322428
Megakaryocyte,Megakaryocyte,SIRT1,STAT4,Receptor,Transcription Factor,0.764499751322428
Megakaryocyte,Megakaryocyte,SRC,STAT4,Receptor,Transcription Factor,0.764499751322428
Megakaryocyte,Megakaryocyte,TBK1,STAT4,Receptor,Transcription Factor,0.764499751322428
Megakaryocyte,Megakaryocyte,TNK2,STAT4,Receptor,Transcription Factor,0.764499751322428
Megakaryocyte,Megakaryocyte,ABL1,TBX21,Receptor,Transcription Factor,0.697170287323639
Megakaryocyte,Megakaryocyte,RPS6KA3,TBX21,Receptor,Transcription Factor,0.697170287323639
Megakaryocyte,Megakaryocyte,ATM,ZBTB16,Receptor,Transcription Factor,0.498454909350288
Megakaryocyte,Megakaryocyte,BMPR1B,ZBTB16,Receptor,Transcription Factor,0.498454909350288
Megakaryocyte,Megakaryocyte,CAMKK1,ZBTB16,Receptor,Transcription Factor,0.498454909350288
Megakaryocyte,Megakaryocyte,CASP3,ZBTB16,Receptor,Transcription Factor,0.498454909350288
Megakaryocyte,Megakaryocyte,CDK1,ZBTB16,Receptor,Transcription Factor,0.498454909350288
Megakaryocyte,Megakaryocyte,CDK2,ZBTB16,Receptor,Transcription Factor,0.498454909350288
Megakaryocyte,Megakaryocyte,CDON,ZBTB16,Receptor,Transcription Factor,0.498454909350288
Megakaryocyte,Megakaryocyte,CHUK,ZBTB16,Receptor,Transcription Factor,0.498454909350288
Megakaryocyte,Megakaryocyte,DAPK1,ZBTB16,Receptor,Transcription Factor,0.498454909350288
Megakaryocyte,Megakaryocyte,EGFR,ZBTB16,Receptor,Transcription Factor,0.498454909350288
Megakaryocyte,Megakaryocyte,GSK3A,ZBTB16,Receptor,Transcription Factor,0.498454909350288
Megakaryocyte,Megakaryocyte,GSK3B,ZBTB16,Receptor,Transcription Factor,0.498454909350288
Megakaryocyte,Megakaryocyte,HIPK2,ZBTB16,Receptor,Transcription Factor,0.498454909350288
Megakaryocyte,Megakaryocyte,HSP90AA1,ZBTB16,Receptor,Transcription Factor,0.498454909350288
Megakaryocyte,Megakaryocyte,HSP90AB1,ZBTB16,Receptor,Transcription Factor,0.498454909350288
Megakaryocyte,Megakaryocyte,IKBKB,ZBTB16,Receptor,Transcription Factor,0.498454909350288
Megakaryocyte,Megakaryocyte,IKBKE,ZBTB16,Receptor,Transcription Factor,0.498454909350288
Megakaryocyte,Megakaryocyte,ILK,ZBTB16,Receptor,Transcription Factor,0.498454909350288
Megakaryocyte,Megakaryocyte,INSR,ZBTB16,Receptor,Transcription Factor,0.498454909350288
Megakaryocyte,Megakaryocyte,IRAK1,ZBTB16,Receptor,Transcription Factor,0.498454909350288
Megakaryocyte,Megakaryocyte,ITGB1,ZBTB16,Receptor,Transcription Factor,0.498454909350288
Megakaryocyte,Megakaryocyte,JAK2,ZBTB16,Receptor,Transcription Factor,0.498454909350288
Megakaryocyte,Megakaryocyte,MAP2K4,ZBTB16,Receptor,Transcription Factor,0.498454909350288
Megakaryocyte,Megakaryocyte,MAP2K5,ZBTB16,Receptor,Transcription Factor,0.498454909350288
Megakaryocyte,Megakaryocyte,MAP3K1,ZBTB16,Receptor,Transcription Factor,0.498454909350288
Megakaryocyte,Megakaryocyte,MAPK1,ZBTB16,Receptor,Transcription Factor,0.498454909350288
Megakaryocyte,Megakaryocyte,MAPK10,ZBTB16,Receptor,Transcription Factor,0.498454909350288
Megakaryocyte,Megakaryocyte,MAPK11,ZBTB16,Receptor,Transcription Factor,0.498454909350288
Megakaryocyte,Megakaryocyte,MAPK14,ZBTB16,Receptor,Transcription Factor,0.498454909350288
Megakaryocyte,Megakaryocyte,MAPK3,ZBTB16,Receptor,Transcription Factor,0.498454909350288
Megakaryocyte,Megakaryocyte,MAPK8,ZBTB16,Receptor,Transcription Factor,0.498454909350288
Megakaryocyte,Megakaryocyte,MAPK9,ZBTB16,Receptor,Transcription Factor,0.498454909350288
Megakaryocyte,Megakaryocyte,MAPKAPK2,ZBTB16,Receptor,Transcription Factor,0.498454909350288
Megakaryocyte,Megakaryocyte,MET,ZBTB16,Receptor,Transcription Factor,0.498454909350288
Megakaryocyte,Megakaryocyte,MST1R,ZBTB16,Receptor,Transcription Factor,0.498454909350288
Megakaryocyte,Megakaryocyte,MTOR,ZBTB16,Receptor,Transcription Factor,0.498454909350288
Megakaryocyte,Megakaryocyte,PAK1,ZBTB16,Receptor,Transcription Factor,0.498454909350288
Megakaryocyte,Megakaryocyte,PDGFRB,ZBTB16,Receptor,Transcription Factor,0.498454909350288
Megakaryocyte,Megakaryocyte,PDK1,ZBTB16,Receptor,Transcription Factor,0.498454909350288
Megakaryocyte,Megakaryocyte,PDPK1,ZBTB16,Receptor,Transcription Factor,0.498454909350288
Megakaryocyte,Megakaryocyte,PIK3CA+PIK3R1,ZBTB16,Receptor,Transcription Factor,0.498454909350288
Megakaryocyte,Megakaryocyte,PIK3CA,ZBTB16,Receptor,Transcription Factor,0.498454909350288
Megakaryocyte,Megakaryocyte,PIK3R1,ZBTB16,Receptor,Transcription Factor,0.498454909350288
Megakaryocyte,Megakaryocyte,PKN2,ZBTB16,Receptor,Transcription Factor,0.498454909350288
Megakaryocyte,Megakaryocyte,PLK1,ZBTB16,Receptor,Transcription Factor,0.498454909350288
Megakaryocyte,Megakaryocyte,PRKAA1,ZBTB16,Receptor,Transcription Factor,0.498454909350288
Megakaryocyte,Megakaryocyte,PRKACA,ZBTB16,Receptor,Transcription Factor,0.498454909350288
Megakaryocyte,Megakaryocyte,PRKACB,ZBTB16,Receptor,Transcription Factor,0.498454909350288
Megakaryocyte,Megakaryocyte,PRKCA,ZBTB16,Receptor,Transcription Factor,0.498454909350288
Megakaryocyte,Megakaryocyte,PRKCB,ZBTB16,Receptor,Transcription Factor,0.498454909350288
Megakaryocyte,Megakaryocyte,PRKCD,ZBTB16,Receptor,Transcription Factor,0.498454909350288
Megakaryocyte,Megakaryocyte,PRKCI,ZBTB16,Receptor,Transcription Factor,0.498454909350288
Megakaryocyte,Megakaryocyte,PRKCZ,ZBTB16,Receptor,Transcription Factor,0.498454909350288
Megakaryocyte,Megakaryocyte,PRKD1,ZBTB16,Receptor,Transcription Factor,0.498454909350288
Megakaryocyte,Megakaryocyte,PTEN,ZBTB16,Receptor,Transcription Factor,0.498454909350288
Megakaryocyte,Megakaryocyte,PTK2,ZBTB16,Receptor,Transcription Factor,0.498454909350288
Megakaryocyte,Megakaryocyte,PTPN1,ZBTB16,Receptor,Transcription Factor,0.498454909350288
Megakaryocyte,Megakaryocyte,PTPRF,ZBTB16,Receptor,Transcription Factor,0.498454909350288
Megakaryocyte,Megakaryocyte,RACK1,ZBTB16,Receptor,Transcription Factor,0.498454909350288
Megakaryocyte,Megakaryocyte,RET,ZBTB16,Receptor,Transcription Factor,0.498454909350288
Megakaryocyte,Megakaryocyte,ROCK1,ZBTB16,Receptor,Transcription Factor,0.498454909350288
Megakaryocyte,Megakaryocyte,RPS6KA3,ZBTB16,Receptor,Transcription Factor,0.498454909350288
Megakaryocyte,Megakaryocyte,RPS6KB1,ZBTB16,Receptor,Transcription Factor,0.498454909350288
Megakaryocyte,Megakaryocyte,SENP1,ZBTB16,Receptor,Transcription Factor,0.498454909350288
Megakaryocyte,Megakaryocyte,SGK1,ZBTB16,Receptor,Transcription Factor,0.498454909350288
Megakaryocyte,Megakaryocyte,SIRT1,ZBTB16,Receptor,Transcription Factor,0.498454909350288
Megakaryocyte,Megakaryocyte,SOS1,ZBTB16,Receptor,Transcription Factor,0.498454909350288
Megakaryocyte,Megakaryocyte,SRC,ZBTB16,Receptor,Transcription Factor,0.498454909350288
Megakaryocyte,Megakaryocyte,STK11,ZBTB16,Receptor,Transcription Factor,0.498454909350288
Megakaryocyte,Megakaryocyte,STK38,ZBTB16,Receptor,Transcription Factor,0.498454909350288
Megakaryocyte,Megakaryocyte,TBK1,ZBTB16,Receptor,Transcription Factor,0.498454909350288
Megakaryocyte,Megakaryocyte,TNK2,ZBTB16,Receptor,Transcription Factor,0.498454909350288
Megakaryocyte,Megakaryocyte,WNK1,ZBTB16,Receptor,Transcription Factor,0.498454909350288
Fibroblast,Fibroblast,ATM,ARNT,Receptor,Transcription Factor,0.397088790345448
Fibroblast,Fibroblast,BIRC2,ARNT,Receptor,Transcription Factor,0.397088790345448
Fibroblast,Fibroblast,BIRC3,ARNT,Receptor,Transcription Factor,0.397088790345448
Fibroblast,Fibroblast,CAMKK1,ARNT,Receptor,Transcription Factor,0.397088790345448
Fibroblast,Fibroblast,CASP3,ARNT,Receptor,Transcription Factor,0.397088790345448
Fibroblast,Fibroblast,CDK1,ARNT,Receptor,Transcription Factor,0.397088790345448
Fibroblast,Fibroblast,CDK2,ARNT,Receptor,Transcription Factor,0.397088790345448
Fibroblast,Fibroblast,CSNK2A2,ARNT,Receptor,Transcription Factor,0.397088790345448
Fibroblast,Fibroblast,EGFR,ARNT,Receptor,Transcription Factor,0.397088790345448
Fibroblast,Fibroblast,FGR,ARNT,Receptor,Transcription Factor,0.397088790345448
Fibroblast,Fibroblast,GSK3A,ARNT,Receptor,Transcription Factor,0.397088790345448
Fibroblast,Fibroblast,GSK3B,ARNT,Receptor,Transcription Factor,0.397088790345448
