source,target,gene_A,gene_B,type_gene_A,type_gene_B,MeanLR
Megakaryocyte,Megakaryocyte,EPHB2,GATA1,Receptor,Transcription Factor,0.39587516
Megakaryocyte,Megakaryocyte,ERBB2,GATA1,Receptor,Transcription Factor,0.39587516
Megakaryocyte,Megakaryocyte,ERN1,GATA1,Receptor,Transcription Factor,0.39587516
Megakaryocyte,Megakaryocyte,FER,GATA1,Receptor,Transcription Factor,0.39587516
Megakaryocyte,Megakaryocyte,FES,GATA1,Receptor,Transcription Factor,0.39587516
Megakaryocyte,Megakaryocyte,FGR,GATA1,Receptor,Transcription Factor,0.39587516
Megakaryocyte,Megakaryocyte,FLT3,GATA1,Receptor,Transcription Factor,0.39587516
Megakaryocyte,Megakaryocyte,GNAI1,GATA1,Receptor,Transcription Factor,0.39587516
Megakaryocyte,Megakaryocyte,GP1BA+GP1BB+GP5+GP9,GATA1,Receptor,Transcription Factor,0.39587516
Megakaryocyte,Megakaryocyte,GSK3A,GATA1,Receptor,Transcription Factor,0.39587516
Megakaryocyte,Megakaryocyte,GSK3B,GATA1,Receptor,Transcription Factor,0.39587516
Megakaryocyte,Megakaryocyte,GZMB,GATA1,Receptor,Transcription Factor,0.39587516
Megakaryocyte,Megakaryocyte,HCK,GATA1,Receptor,Transcription Factor,0.39587516
Megakaryocyte,Megakaryocyte,HSP90AA1,GATA1,Receptor,Transcription Factor,0.39587516
Megakaryocyte,Megakaryocyte,HSP90AB1,GATA1,Receptor,Transcription Factor,0.39587516
Megakaryocyte,Megakaryocyte,IGF1R,GATA1,Receptor,Transcription Factor,0.39587516
Megakaryocyte,Megakaryocyte,IKBKB,GATA1,Receptor,Transcription Factor,0.39587516
Megakaryocyte,Megakaryocyte,IKBKE,GATA1,Receptor,Transcription Factor,0.39587516
Megakaryocyte,Megakaryocyte,IL1R1,GATA1,Receptor,Transcription Factor,0.39587516
Megakaryocyte,Megakaryocyte,ILK,GATA1,Receptor,Transcription Factor,0.39587516
Megakaryocyte,Megakaryocyte,INPP5D,GATA1,Receptor,Transcription Factor,0.39587516
Megakaryocyte,Megakaryocyte,INSR,GATA1,Receptor,Transcription Factor,0.39587516
Megakaryocyte,Megakaryocyte,IRAK1,GATA1,Receptor,Transcription Factor,0.39587516
Megakaryocyte,Megakaryocyte,IRAK2,GATA1,Receptor,Transcription Factor,0.39587516
Megakaryocyte,Megakaryocyte,IRAK3,GATA1,Receptor,Transcription Factor,0.39587516
Megakaryocyte,Megakaryocyte,ITGB1,GATA1,Receptor,Transcription Factor,0.39587516
Megakaryocyte,Megakaryocyte,JAK1,GATA1,Receptor,Transcription Factor,0.39587516
Megakaryocyte,Megakaryocyte,JAK2,GATA1,Receptor,Transcription Factor,0.39587516
Megakaryocyte,Megakaryocyte,JAK3,GATA1,Receptor,Transcription Factor,0.39587516
Megakaryocyte,Megakaryocyte,LAT,GATA1,Receptor,Transcription Factor,0.39587516
Megakaryocyte,Megakaryocyte,LCK,GATA1,Receptor,Transcription Factor,0.39587516
Megakaryocyte,Megakaryocyte,LMTK2,GATA1,Receptor,Transcription Factor,0.39587516
Megakaryocyte,Megakaryocyte,LTBR,GATA1,Receptor,Transcription Factor,0.39587516
Megakaryocyte,Megakaryocyte,LTK,GATA1,Receptor,Transcription Factor,0.39587516
Megakaryocyte,Megakaryocyte,LYN,GATA1,Receptor,Transcription Factor,0.39587516
Megakaryocyte,Megakaryocyte,MAP2K1,GATA1,Receptor,Transcription Factor,0.39587516
Megakaryocyte,Megakaryocyte,MAP2K4,GATA1,Receptor,Transcription Factor,0.39587516
Megakaryocyte,Megakaryocyte,MAP2K5,GATA1,Receptor,Transcription Factor,0.39587516
Megakaryocyte,Megakaryocyte,MAP2K6,GATA1,Receptor,Transcription Factor,0.39587516
Megakaryocyte,Megakaryocyte,MAP2K7,GATA1,Receptor,Transcription Factor,0.39587516
Megakaryocyte,Megakaryocyte,MAP3K1,GATA1,Receptor,Transcription Factor,0.39587516
Megakaryocyte,Megakaryocyte,MAP3K11,GATA1,Receptor,Transcription Factor,0.39587516
Megakaryocyte,Megakaryocyte,MAP3K13,GATA1,Receptor,Transcription Factor,0.39587516
Megakaryocyte,Megakaryocyte,MAP3K14,GATA1,Receptor,Transcription Factor,0.39587516
Megakaryocyte,Megakaryocyte,MAP3K4,GATA1,Receptor,Transcription Factor,0.39587516
Megakaryocyte,Megakaryocyte,MAP3K5,GATA1,Receptor,Transcription Factor,0.39587516
Megakaryocyte,Megakaryocyte,MAP3K7,GATA1,Receptor,Transcription Factor,0.39587516
Megakaryocyte,Megakaryocyte,MAP3K8,GATA1,Receptor,Transcription Factor,0.39587516
Megakaryocyte,Megakaryocyte,MAP4K2,GATA1,Receptor,Transcription Factor,0.39587516
Megakaryocyte,Megakaryocyte,MAP4K3,GATA1,Receptor,Transcription Factor,0.39587516
Megakaryocyte,Megakaryocyte,MAP4K5,GATA1,Receptor,Transcription Factor,0.39587516
Megakaryocyte,Megakaryocyte,MAPK1,GATA1,Receptor,Transcription Factor,0.39587516
Megakaryocyte,Megakaryocyte,MAPK10,GATA1,Receptor,Transcription Factor,0.39587516
Megakaryocyte,Megakaryocyte,MAPK14,GATA1,Receptor,Transcription Factor,0.39587516
Megakaryocyte,Megakaryocyte,MAPK3,GATA1,Receptor,Transcription Factor,0.39587516
Megakaryocyte,Megakaryocyte,MAPK8,GATA1,Receptor,Transcription Factor,0.39587516
Megakaryocyte,Megakaryocyte,MAPK9,GATA1,Receptor,Transcription Factor,0.39587516
Megakaryocyte,Megakaryocyte,MAPKAPK2,GATA1,Receptor,Transcription Factor,0.39587516
Megakaryocyte,Megakaryocyte,MAPKAPK3,GATA1,Receptor,Transcription Factor,0.39587516
Megakaryocyte,Megakaryocyte,MAS1,GATA1,Receptor,Transcription Factor,0.39587516
Megakaryocyte,Megakaryocyte,MCL1,GATA1,Receptor,Transcription Factor,0.39587516
Megakaryocyte,Megakaryocyte,MET,GATA1,Receptor,Transcription Factor,0.39587516
Megakaryocyte,Megakaryocyte,MTOR,GATA1,Receptor,Transcription Factor,0.39587516
Megakaryocyte,Megakaryocyte,NTRK1,GATA1,Receptor,Transcription Factor,0.39587516
Megakaryocyte,Megakaryocyte,NTRK2,GATA1,Receptor,Transcription Factor,0.39587516
Megakaryocyte,Megakaryocyte,PAK1,GATA1,Receptor,Transcription Factor,0.39587516
Megakaryocyte,Megakaryocyte,PAK2,GATA1,Receptor,Transcription Factor,0.39587516
Megakaryocyte,Megakaryocyte,PDGFRB,GATA1,Receptor,Transcription Factor,0.39587516
Megakaryocyte,Megakaryocyte,PDK1,GATA1,Receptor,Transcription Factor,0.39587516
Megakaryocyte,Megakaryocyte,PDPK1,GATA1,Receptor,Transcription Factor,0.39587516
Megakaryocyte,Megakaryocyte,PIK3CA+PIK3R1,GATA1,Receptor,Transcription Factor,0.39587516
Megakaryocyte,Megakaryocyte,PIK3CA,GATA1,Receptor,Transcription Factor,0.39587516
Megakaryocyte,Megakaryocyte,PIK3CG,GATA1,Receptor,Transcription Factor,0.39587516
Megakaryocyte,Megakaryocyte,PIK3R1,GATA1,Receptor,Transcription Factor,0.39587516
Megakaryocyte,Megakaryocyte,PIM1,GATA1,Receptor,Transcription Factor,0.39587516
Megakaryocyte,Megakaryocyte,PIP5K1C,GATA1,Receptor,Transcription Factor,0.39587516
Megakaryocyte,Megakaryocyte,PKD1,GATA1,Receptor,Transcription Factor,0.39587516
Megakaryocyte,Megakaryocyte,PKN2,GATA1,Receptor,Transcription Factor,0.39587516
Megakaryocyte,Megakaryocyte,PLD1,GATA1,Receptor,Transcription Factor,0.39587516
Megakaryocyte,Megakaryocyte,PLK1,GATA1,Receptor,Transcription Factor,0.39587516
Megakaryocyte,Megakaryocyte,PLK2,GATA1,Receptor,Transcription Factor,0.39587516
Megakaryocyte,Megakaryocyte,PRKAA1,GATA1,Receptor,Transcription Factor,0.39587516
Megakaryocyte,Megakaryocyte,PRKAA2,GATA1,Receptor,Transcription Factor,0.39587516
Megakaryocyte,Megakaryocyte,PRKAB1,GATA1,Receptor,Transcription Factor,0.39587516
Megakaryocyte,Megakaryocyte,PRKACA,GATA1,Receptor,Transcription Factor,0.39587516
Megakaryocyte,Megakaryocyte,PRKACB,GATA1,Receptor,Transcription Factor,0.39587516
Megakaryocyte,Megakaryocyte,PRKACG,GATA1,Receptor,Transcription Factor,0.39587516
Megakaryocyte,Megakaryocyte,PRKCA,GATA1,Receptor,Transcription Factor,0.39587516
Megakaryocyte,Megakaryocyte,PRKCB,GATA1,Receptor,Transcription Factor,0.39587516
Megakaryocyte,Megakaryocyte,PRKCD,GATA1,Receptor,Transcription Factor,0.39587516
Megakaryocyte,Megakaryocyte,PRKCE,GATA1,Receptor,Transcription Factor,0.39587516
Megakaryocyte,Megakaryocyte,PRKCI,GATA1,Receptor,Transcription Factor,0.39587516
Megakaryocyte,Megakaryocyte,PRKCQ,GATA1,Receptor,Transcription Factor,0.39587516
Megakaryocyte,Megakaryocyte,PRKCZ,GATA1,Receptor,Transcription Factor,0.39587516
Megakaryocyte,Megakaryocyte,PRKD1,GATA1,Receptor,Transcription Factor,0.39587516
Megakaryocyte,Megakaryocyte,PRKG1,GATA1,Receptor,Transcription Factor,0.39587516
Megakaryocyte,Megakaryocyte,PRNP,GATA1,Receptor,Transcription Factor,0.39587516
Megakaryocyte,Megakaryocyte,PSEN1,GATA1,Receptor,Transcription Factor,0.39587516
Megakaryocyte,Megakaryocyte,PTEN,GATA1,Receptor,Transcription Factor,0.39587516
Megakaryocyte,Megakaryocyte,PTK2,GATA1,Receptor,Transcription Factor,0.39587516
Megakaryocyte,Megakaryocyte,PTK2B,GATA1,Receptor,Transcription Factor,0.39587516
Megakaryocyte,Megakaryocyte,PTPN1,GATA1,Receptor,Transcription Factor,0.39587516
Megakaryocyte,Megakaryocyte,PTPRF,GATA1,Receptor,Transcription Factor,0.39587516
Megakaryocyte,Megakaryocyte,RACK1,GATA1,Receptor,Transcription Factor,0.39587516
Megakaryocyte,Megakaryocyte,RAF1,GATA1,Receptor,Transcription Factor,0.39587516
Megakaryocyte,Megakaryocyte,RET,GATA1,Receptor,Transcription Factor,0.39587516
Megakaryocyte,Megakaryocyte,RIPK1,GATA1,Receptor,Transcription Factor,0.39587516
Megakaryocyte,Megakaryocyte,RIPK3,GATA1,Receptor,Transcription Factor,0.39587516
Megakaryocyte,Megakaryocyte,ROCK1,GATA1,Receptor,Transcription Factor,0.39587516
Megakaryocyte,Megakaryocyte,ROCK2,GATA1,Receptor,Transcription Factor,0.39587516
Megakaryocyte,Megakaryocyte,ROR2,GATA1,Receptor,Transcription Factor,0.39587516
Megakaryocyte,Megakaryocyte,RPS6KA1,GATA1,Receptor,Transcription Factor,0.39587516
Megakaryocyte,Megakaryocyte,RPS6KA2,GATA1,Receptor,Transcription Factor,0.39587516
Megakaryocyte,Megakaryocyte,RPS6KA3,GATA1,Receptor,Transcription Factor,0.39587516
Megakaryocyte,Megakaryocyte,RPS6KA5,GATA1,Receptor,Transcription Factor,0.39587516
Megakaryocyte,Megakaryocyte,RPS6KB1,GATA1,Receptor,Transcription Factor,0.39587516
Megakaryocyte,Megakaryocyte,SENP1,GATA1,Receptor,Transcription Factor,0.39587516
Megakaryocyte,Megakaryocyte,SGK1,GATA1,Receptor,Transcription Factor,0.39587516
Megakaryocyte,Megakaryocyte,SIK1,GATA1,Receptor,Transcription Factor,0.39587516
Megakaryocyte,Megakaryocyte,SIK2,GATA1,Receptor,Transcription Factor,0.39587516
Megakaryocyte,Megakaryocyte,SIRT1,GATA1,Receptor,Transcription Factor,0.39587516
Megakaryocyte,Megakaryocyte,SOS1,GATA1,Receptor,Transcription Factor,0.39587516
Megakaryocyte,Megakaryocyte,SRC,GATA1,Receptor,Transcription Factor,0.39587516
Megakaryocyte,Megakaryocyte,STRADB,GATA1,Receptor,Transcription Factor,0.39587516
Megakaryocyte,Megakaryocyte,SYK,GATA1,Receptor,Transcription Factor,0.39587516
Megakaryocyte,Megakaryocyte,TBK1,GATA1,Receptor,Transcription Factor,0.39587516
Megakaryocyte,Megakaryocyte,TEC,GATA1,Receptor,Transcription Factor,0.39587516
Megakaryocyte,Megakaryocyte,TGFBR1,GATA1,Receptor,Transcription Factor,0.39587516
Megakaryocyte,Megakaryocyte,TGFBR2,GATA1,Receptor,Transcription Factor,0.39587516
Megakaryocyte,Megakaryocyte,TLR2,GATA1,Receptor,Transcription Factor,0.39587516
Megakaryocyte,Megakaryocyte,TLR3,GATA1,Receptor,Transcription Factor,0.39587516
Megakaryocyte,Megakaryocyte,TNFRSF11A,GATA1,Receptor,Transcription Factor,0.39587516
Megakaryocyte,Megakaryocyte,TNFRSF14,GATA1,Receptor,Transcription Factor,0.39587516
Megakaryocyte,Megakaryocyte,TNIK,GATA1,Receptor,Transcription Factor,0.39587516
Megakaryocyte,Megakaryocyte,TNK2,GATA1,Receptor,Transcription Factor,0.39587516
Megakaryocyte,Megakaryocyte,TRIO,GATA1,Receptor,Transcription Factor,0.39587516
Megakaryocyte,Megakaryocyte,ZAP70,GATA1,Receptor,Transcription Factor,0.39587516
Megakaryocyte,Megakaryocyte,IKBKB,REL,Receptor,Transcription Factor,1.2312133
Megakaryocyte,Megakaryocyte,IKBKE,REL,Receptor,Transcription Factor,1.2312133
Megakaryocyte,Megakaryocyte,MAP3K8,REL,Receptor,Transcription Factor,1.2312133
Megakaryocyte,Megakaryocyte,MAPK8,REL,Receptor,Transcription Factor,1.2312133
Megakaryocyte,Megakaryocyte,RPS6KA3,REL,Receptor,Transcription Factor,1.2312133
Megakaryocyte,Megakaryocyte,TBK1,REL,Receptor,Transcription Factor,1.2312133
Megakaryocyte,Megakaryocyte,ABL1,KLF13,Receptor,Transcription Factor,1.0001463
Megakaryocyte,Megakaryocyte,ATM,KLF13,Receptor,Transcription Factor,1.0001463
Megakaryocyte,Megakaryocyte,CASP3,KLF13,Receptor,Transcription Factor,1.0001463
Megakaryocyte,Megakaryocyte,CDK1,KLF13,Receptor,Transcription Factor,1.0001463
Megakaryocyte,Megakaryocyte,CDK2,KLF13,Receptor,Transcription Factor,1.0001463
Megakaryocyte,Megakaryocyte,CSNK1A1,KLF13,Receptor,Transcription Factor,1.0001463
Megakaryocyte,Megakaryocyte,CSNK1G2,KLF13,Receptor,Transcription Factor,1.0001463
Megakaryocyte,Megakaryocyte,EGFR,KLF13,Receptor,Transcription Factor,1.0001463
Megakaryocyte,Megakaryocyte,GSK3B,KLF13,Receptor,Transcription Factor,1.0001463
Megakaryocyte,Megakaryocyte,KAT2B,KLF13,Receptor,Transcription Factor,1.0001463
Megakaryocyte,Megakaryocyte,MAPK14,KLF13,Receptor,Transcription Factor,1.0001463
Megakaryocyte,Megakaryocyte,MAPK8,KLF13,Receptor,Transcription Factor,1.0001463
Megakaryocyte,Megakaryocyte,PLK1,KLF13,Receptor,Transcription Factor,1.0001463
Megakaryocyte,Megakaryocyte,PRKAA1,KLF13,Receptor,Transcription Factor,1.0001463
Megakaryocyte,Megakaryocyte,PRKACB,KLF13,Receptor,Transcription Factor,1.0001463
Megakaryocyte,Megakaryocyte,PRKCA,KLF13,Receptor,Transcription Factor,1.0001463
Megakaryocyte,Megakaryocyte,PRKCB,KLF13,Receptor,Transcription Factor,1.0001463
Megakaryocyte,Megakaryocyte,PRKCD,KLF13,Receptor,Transcription Factor,1.0001463
Megakaryocyte,Megakaryocyte,RPS6KA3,KLF13,Receptor,Transcription Factor,1.0001463
Megakaryocyte,Megakaryocyte,SGK1,KLF13,Receptor,Transcription Factor,1.0001463
Megakaryocyte,Megakaryocyte,ABL1,NRF1,Receptor,Transcription Factor,0.5242251
Megakaryocyte,Megakaryocyte,ACVR1,NRF1,Receptor,Transcription Factor,0.5242251
Megakaryocyte,Megakaryocyte,AKT2,NRF1,Receptor,Transcription Factor,0.5242251
Megakaryocyte,Megakaryocyte,AKT3,NRF1,Receptor,Transcription Factor,0.5242251
Megakaryocyte,Megakaryocyte,ALK,NRF1,Receptor,Transcription Factor,0.5242251
Megakaryocyte,Megakaryocyte,ATM,NRF1,Receptor,Transcription Factor,0.5242251
Megakaryocyte,Megakaryocyte,AURKA,NRF1,Receptor,Transcription Factor,0.5242251
Megakaryocyte,Megakaryocyte,BCL2,NRF1,Receptor,Transcription Factor,0.5242251
Megakaryocyte,Megakaryocyte,BCL2L1,NRF1,Receptor,Transcription Factor,0.5242251
Megakaryocyte,Megakaryocyte,BCR,NRF1,Receptor,Transcription Factor,0.5242251
Megakaryocyte,Megakaryocyte,BMPR1B,NRF1,Receptor,Transcription Factor,0.5242251
Megakaryocyte,Megakaryocyte,CAMK2A,NRF1,Receptor,Transcription Factor,0.5242251
Megakaryocyte,Megakaryocyte,CAMK2B,NRF1,Receptor,Transcription Factor,0.5242251
Megakaryocyte,Megakaryocyte,CAMK2D,NRF1,Receptor,Transcription Factor,0.5242251
Megakaryocyte,Megakaryocyte,CAMK2G,NRF1,Receptor,Transcription Factor,0.5242251
Megakaryocyte,Megakaryocyte,CAMKK1,NRF1,Receptor,Transcription Factor,0.5242251
Megakaryocyte,Megakaryocyte,CAPN1,NRF1,Receptor,Transcription Factor,0.5242251
Megakaryocyte,Megakaryocyte,CASP3,NRF1,Receptor,Transcription Factor,0.5242251
Megakaryocyte,Megakaryocyte,CDK1,NRF1,Receptor,Transcription Factor,0.5242251
Megakaryocyte,Megakaryocyte,CDK2,NRF1,Receptor,Transcription Factor,0.5242251
Megakaryocyte,Megakaryocyte,CDK4,NRF1,Receptor,Transcription Factor,0.5242251
Megakaryocyte,Megakaryocyte,CDK5,NRF1,Receptor,Transcription Factor,0.5242251
Megakaryocyte,Megakaryocyte,CHEK1,NRF1,Receptor,Transcription Factor,0.5242251
Megakaryocyte,Megakaryocyte,CHEK2,NRF1,Receptor,Transcription Factor,0.5242251
Megakaryocyte,Megakaryocyte,CHUK,NRF1,Receptor,Transcription Factor,0.5242251
Megakaryocyte,Megakaryocyte,CSF1R,NRF1,Receptor,Transcription Factor,0.5242251
Megakaryocyte,Megakaryocyte,CSK,NRF1,Receptor,Transcription Factor,0.5242251
Megakaryocyte,Megakaryocyte,CSNK1A1,NRF1,Receptor,Transcription Factor,0.5242251
Megakaryocyte,Megakaryocyte,CSNK2A2,NRF1,Receptor,Transcription Factor,0.5242251
Megakaryocyte,Megakaryocyte,CSNK2B,NRF1,Receptor,Transcription Factor,0.5242251
Megakaryocyte,Megakaryocyte,CTLA4,NRF1,Receptor,Transcription Factor,0.5242251
Megakaryocyte,Megakaryocyte,DAPK1,NRF1,Receptor,Transcription Factor,0.5242251
Megakaryocyte,Megakaryocyte,DAPK2,NRF1,Receptor,Transcription Factor,0.5242251
Megakaryocyte,Megakaryocyte,DAPK3,NRF1,Receptor,Transcription Factor,0.5242251
Megakaryocyte,Megakaryocyte,EGFR,NRF1,Receptor,Transcription Factor,0.5242251
Megakaryocyte,Megakaryocyte,EIF2AK2,NRF1,Receptor,Transcription Factor,0.5242251
Megakaryocyte,Megakaryocyte,EPHA2,NRF1,Receptor,Transcription Factor,0.5242251
Megakaryocyte,Megakaryocyte,EPHB1,NRF1,Receptor,Transcription Factor,0.5242251
Megakaryocyte,Megakaryocyte,EPHB2,NRF1,Receptor,Transcription Factor,0.5242251
Megakaryocyte,Megakaryocyte,ERBB2,NRF1,Receptor,Transcription Factor,0.5242251
Megakaryocyte,Megakaryocyte,FER,NRF1,Receptor,Transcription Factor,0.5242251
Megakaryocyte,Megakaryocyte,FES,NRF1,Receptor,Transcription Factor,0.5242251
Megakaryocyte,Megakaryocyte,FGR,NRF1,Receptor,Transcription Factor,0.5242251
Megakaryocyte,Megakaryocyte,FLT3,NRF1,Receptor,Transcription Factor,0.5242251
Megakaryocyte,Megakaryocyte,GNAI1,NRF1,Receptor,Transcription Factor,0.5242251
Megakaryocyte,Megakaryocyte,GP1BA+GP1BB+GP5+GP9,NRF1,Receptor,Transcription Factor,0.5242251
Megakaryocyte,Megakaryocyte,GSK3A,NRF1,Receptor,Transcription Factor,0.5242251
Megakaryocyte,Megakaryocyte,GSK3B,NRF1,Receptor,Transcription Factor,0.5242251
Megakaryocyte,Megakaryocyte,GZMB,NRF1,Receptor,Transcription Factor,0.5242251
Megakaryocyte,Megakaryocyte,HCK,NRF1,Receptor,Transcription Factor,0.5242251
Megakaryocyte,Megakaryocyte,HSP90AA1,NRF1,Receptor,Transcription Factor,0.5242251
Megakaryocyte,Megakaryocyte,HSP90AB1,NRF1,Receptor,Transcription Factor,0.5242251
Megakaryocyte,Megakaryocyte,IGF1R,NRF1,Receptor,Transcription Factor,0.5242251
Megakaryocyte,Megakaryocyte,IKBKB,NRF1,Receptor,Transcription Factor,0.5242251
Megakaryocyte,Megakaryocyte,IKBKE,NRF1,Receptor,Transcription Factor,0.5242251
Megakaryocyte,Megakaryocyte,IL1R1,NRF1,Receptor,Transcription Factor,0.5242251
Megakaryocyte,Megakaryocyte,ILK,NRF1,Receptor,Transcription Factor,0.5242251
Megakaryocyte,Megakaryocyte,INPP5D,NRF1,Receptor,Transcription Factor,0.5242251
Megakaryocyte,Megakaryocyte,INSR,NRF1,Receptor,Transcription Factor,0.5242251
Megakaryocyte,Megakaryocyte,IRAK1,NRF1,Receptor,Transcription Factor,0.5242251
Megakaryocyte,Megakaryocyte,IRAK2,NRF1,Receptor,Transcription Factor,0.5242251
Megakaryocyte,Megakaryocyte,IRAK3,NRF1,Receptor,Transcription Factor,0.5242251
Megakaryocyte,Megakaryocyte,ITGB1,NRF1,Receptor,Transcription Factor,0.5242251
Megakaryocyte,Megakaryocyte,JAK1,NRF1,Receptor,Transcription Factor,0.5242251
Megakaryocyte,Megakaryocyte,JAK2,NRF1,Receptor,Transcription Factor,0.5242251
Megakaryocyte,Megakaryocyte,JAK3,NRF1,Receptor,Transcription Factor,0.5242251
Megakaryocyte,Megakaryocyte,LAT,NRF1,Receptor,Transcription Factor,0.5242251
Megakaryocyte,Megakaryocyte,LCK,NRF1,Receptor,Transcription Factor,0.5242251
Megakaryocyte,Megakaryocyte,LMTK2,NRF1,Receptor,Transcription Factor,0.5242251
Megakaryocyte,Megakaryocyte,LTK,NRF1,Receptor,Transcription Factor,0.5242251
Megakaryocyte,Megakaryocyte,LYN,NRF1,Receptor,Transcription Factor,0.5242251
Megakaryocyte,Megakaryocyte,MAP2K1,NRF1,Receptor,Transcription Factor,0.5242251
Megakaryocyte,Megakaryocyte,MAP2K4,NRF1,Receptor,Transcription Factor,0.5242251
Megakaryocyte,Megakaryocyte,MAP2K5,NRF1,Receptor,Transcription Factor,0.5242251
Megakaryocyte,Megakaryocyte,MAP2K6,NRF1,Receptor,Transcription Factor,0.5242251
Megakaryocyte,Megakaryocyte,MAP2K7,NRF1,Receptor,Transcription Factor,0.5242251
Megakaryocyte,Megakaryocyte,MAP3K11,NRF1,Receptor,Transcription Factor,0.5242251
Megakaryocyte,Megakaryocyte,MAP3K13,NRF1,Receptor,Transcription Factor,0.5242251
Megakaryocyte,Megakaryocyte,MAP3K14,NRF1,Receptor,Transcription Factor,0.5242251
Megakaryocyte,Megakaryocyte,MAP3K4,NRF1,Receptor,Transcription Factor,0.5242251
Megakaryocyte,Megakaryocyte,MAP3K5,NRF1,Receptor,Transcription Factor,0.5242251
Megakaryocyte,Megakaryocyte,MAP3K7,NRF1,Receptor,Transcription Factor,0.5242251
Megakaryocyte,Megakaryocyte,MAP3K8,NRF1,Receptor,Transcription Factor,0.5242251
Megakaryocyte,Megakaryocyte,MAPK1,NRF1,Receptor,Transcription Factor,0.5242251
