source,target,gene_A,gene_B,type_gene_A_py,type_gene_B_py,MeanLR_py,type_gene_A_r,type_gene_B_r,MeanLR_r
MSC,MSC,COL1A1,ITGA10,Ligand,Receptor,0.798351127687173,Ligand,Receptor,0.798351127687173
MSC,MSC,COL1A1,ITGA1,Ligand,Receptor,0.801107688718,Ligand,Receptor,0.801107688718
MSC,MSC,COL1A1,ITGA11,Ligand,Receptor,0.814079679386943,Ligand,Receptor,0.814079679386943
MSC,MSC,COL1A1,ITGA5,Ligand,Receptor,0.72586742887165,Ligand,Receptor,0.72586742887165
MSC,MSC,COL1A1,CD44,Ligand,Receptor,0.667912877467505,Ligand,Receptor,0.667912877467505
MSC,MSC,COL1A1,CD36,Ligand,Receptor,0.744310313984586,Ligand,Receptor,0.744310313984586
MSC,MSC,COL1A1,DDR2,Ligand,Receptor,0.784843343943094,Ligand,Receptor,0.784843343943094
MSC,MSC,COL1A1,CD93,Ligand,Receptor,0.665304008191104,Ligand,Receptor,0.665304008191104
MSC,MSC,COL4A1,ITGA10,Ligand,Receptor,0.252421776100553,Ligand,Receptor,0.252421776100553
MSC,MSC,COL4A1,ITGA1,Ligand,Receptor,0.255178337131381,Ligand,Receptor,0.255178337131381
MSC,MSC,COL4A1,ITGA11,Ligand,Receptor,0.268150327800323,Ligand,Receptor,0.268150327800323
MSC,MSC,COL4A1,CD47,Ligand,Receptor,0.250629932971818,Ligand,Receptor,0.250629932971818
MSC,MSC,COL4A1,CD93,Ligand,Receptor,0.119374656604485,Ligand,Receptor,0.119374656604485
MSC,MSC,FN1,ITGAV,Ligand,Receptor,0.521683438518243,Ligand,Receptor,0.521683438518243
MSC,MSC,FN1,ITGA5,Ligand,Receptor,0.49023549245806,Ligand,Receptor,0.49023549245806
MSC,MSC,FN1,CD44,Ligand,Receptor,0.365472835897458,Ligand,Receptor,0.365472835897458
MSC,MSC,FN1,PLAUR,Ligand,Receptor,0.437518977257601,Ligand,Receptor,0.437518977257601
MSC,MSC,FN1,IL17RC,Ligand,Receptor,0.367384187307885,Ligand,Receptor,0.367384187307885
MSC,MSC,VWF,LRP1,Ligand,Receptor,0.241355313278637,Ligand,Receptor,0.241355313278637
MSC,MSC,LAMB1,ITGA1,Ligand,Receptor,0.175711113601807,Ligand,Receptor,0.175711113601807
MSC,MSC,COL1A2,ITGA10,Ligand,Receptor,0.82081095870019,Ligand,Receptor,0.82081095870019
MSC,MSC,COL1A2,ITGA1,Ligand,Receptor,0.823567519731017,Ligand,Receptor,0.823567519731017
MSC,MSC,COL1A2,ITGA11,Ligand,Receptor,0.83653951039996,Ligand,Receptor,0.83653951039996
MSC,MSC,COL1A2,CD44,Ligand,Receptor,0.690372708480522,Ligand,Receptor,0.690372708480522
MSC,MSC,COL1A2,CD36,Ligand,Receptor,0.766770144997603,Ligand,Receptor,0.766770144997603
MSC,MSC,COL1A2,CD93,Ligand,Receptor,0.687763839204121,Ligand,Receptor,0.687763839204121
MSC,MSC,COL4A2,ITGA10,Ligand,Receptor,0.219146899877905,Ligand,Receptor,0.219146899877905
MSC,MSC,COL4A2,ITGA1,Ligand,Receptor,0.221903460908733,Ligand,Receptor,0.221903460908733
MSC,MSC,COL4A2,ITGA11,Ligand,Receptor,0.234875451577675,Ligand,Receptor,0.234875451577675
MSC,MSC,COL4A2,ITGB5,Ligand,Receptor,0.177076596027478,Ligand,Receptor,0.177076596027478
MSC,MSC,COL4A2,CD93,Ligand,Receptor,0.0860997803818368,Ligand,Receptor,0.0860997803818368
MSC,MSC,COL6A1,ITGA10,Ligand,Receptor,0.386164526067153,Ligand,Receptor,0.386164526067153
MSC,MSC,COL6A1,ITGA1,Ligand,Receptor,0.388921087097981,Ligand,Receptor,0.388921087097981
MSC,MSC,COL6A1,ITGA11,Ligand,Receptor,0.401893077766923,Ligand,Receptor,0.401893077766923
MSC,MSC,COL6A1,CD44,Ligand,Receptor,0.255726275847485,Ligand,Receptor,0.255726275847485
MSC,MSC,COL6A2,ITGA10,Ligand,Receptor,0.671565606636131,Ligand,Receptor,0.671565606636131
MSC,MSC,COL6A2,ITGA1,Ligand,Receptor,0.674322167666959,Ligand,Receptor,0.674322167666959
MSC,MSC,COL6A2,ITGA11,Ligand,Receptor,0.687294158335901,Ligand,Receptor,0.687294158335901
MSC,MSC,COL6A2,CD44,Ligand,Receptor,0.541127356416463,Ligand,Receptor,0.541127356416463
MSC,MSC,COL6A3,ITGA10,Ligand,Receptor,0.501365995725444,Ligand,Receptor,0.501365995725444
MSC,MSC,COL6A3,ITGA1,Ligand,Receptor,0.504122556756272,Ligand,Receptor,0.504122556756272
MSC,MSC,COL6A3,ITGA11,Ligand,Receptor,0.517094547425214,Ligand,Receptor,0.517094547425214
MSC,MSC,COL6A3,CD44,Ligand,Receptor,0.370927745505776,Ligand,Receptor,0.370927745505776
MSC,MSC,IBSP,ITGB5,Ligand,Receptor,0.342110238449426,Ligand,Receptor,0.342110238449426
MSC,MSC,TNC,ITGA5,Ligand,Receptor,0.470576504631049,Ligand,Receptor,0.470576504631049
MSC,MSC,THBS2,CD47,Ligand,Receptor,0.273990317095331,Ligand,Receptor,0.273990317095331
MSC,MSC,THBS2,NOTCH3,Ligand,Receptor,0.367124016052855,Ligand,Receptor,0.367124016052855
MSC,MSC,HSPG2,ITGB1,Ligand,Receptor,0.413347593955102,Ligand,Receptor,0.413347593955102
MSC,MSC,HSPG2,FGFR1,Ligand,Receptor,0.321964670917611,Ligand,Receptor,0.321964670917611
MSC,MSC,HSPG2,LRP1,Ligand,Receptor,0.387797271577628,Ligand,Receptor,0.387797271577628
MSC,MSC,HSPG2,PTPRS,Ligand,Receptor,0.25799217647196,Ligand,Receptor,0.25799217647196
MSC,MSC,LAMA4,CD44,Ligand,Receptor,0.28508513316756,Ligand,Receptor,0.28508513316756
MSC,MSC,GDF11,BMPR2,Ligand,Receptor,0.113065028516764,Ligand,Receptor,0.113065028516764
MSC,MSC,HP,ITGB2,Ligand,Receptor,0.194836371195382,Ligand,Receptor,0.194836371195382
MSC,MSC,TGFB1,ITGB1,Ligand,Receptor,0.300127954477905,Ligand,Receptor,0.300127954477905
MSC,MSC,TGFB1,ITGB5,Ligand,Receptor,0.196925139130088,Ligand,Receptor,0.196925139130088
MSC,MSC,TGFB1,TGFBR3,Ligand,Receptor,0.182812574834752,Ligand,Receptor,0.182812574834752
MSC,MSC,IGF2,INSR,Ligand,Receptor,0.430001790839074,Ligand,Receptor,0.430001790839074
MSC,MSC,IGF2,IGF2R,Ligand,Receptor,0.435744899735824,Ligand,Receptor,0.435744899735824
MSC,MSC,APOE,LRP1,Ligand,Receptor,1.28446725301095,Ligand,Receptor,1.28446725301095
MSC,MSC,LGALS1,ITGB1,Ligand,Receptor,0.884666712330661,Ligand,Receptor,0.884666712330661
MSC,MSC,SPP1,ITGAV,Ligand,Receptor,0.236604511491798,Ligand,Receptor,0.236604511491798
MSC,MSC,SPP1,ITGA5,Ligand,Receptor,0.205156565431614,Ligand,Receptor,0.205156565431614
MSC,MSC,SPP1,ITGB5,Ligand,Receptor,0.185003103817889,Ligand,Receptor,0.185003103817889
MSC,MSC,BMP1,BMPR2,Ligand,Receptor,0.0812704394953225,Ligand,Receptor,0.0812704394953225
MSC,MSC,CCL2,CCR10,Ligand,Receptor,0.246643306172638,Ligand,Receptor,0.246643306172638
MSC,MSC,CCL2,ACKR1,Ligand,Receptor,0.322525755324912,Ligand,Receptor,0.322525755324912
MSC,MSC,VCAN,ITGB1,Ligand,Receptor,0.945101759304487,Ligand,Receptor,0.945101759304487
MSC,MSC,VCAN,CD44,Ligand,Receptor,0.753530997587428,Ligand,Receptor,0.753530997587428
MSC,MSC,HGF,NRP1,Ligand,Receptor,0.33313291382842,Ligand,Receptor,0.33313291382842
MSC,MSC,HGF,ITGB1,Ligand,Receptor,0.474067472782556,Ligand,Receptor,0.474067472782556
MSC,MSC,HGF,CD44,Ligand,Receptor,0.282496711065497,Ligand,Receptor,0.282496711065497
MSC,MSC,NID1,ITGB1,Ligand,Receptor,0.295624755235015,Ligand,Receptor,0.295624755235015
MSC,MSC,NID1,ITGAV,Ligand,Receptor,0.224904437042468,Ligand,Receptor,0.224904437042468
MSC,MSC,VEGFA,NRP1,Ligand,Receptor,0.133660484598361,Ligand,Receptor,0.133660484598361
MSC,MSC,VEGFA,NRP2,Ligand,Receptor,0.239426262605748,Ligand,Receptor,0.239426262605748
MSC,MSC,VEGFA,ITGB1,Ligand,Receptor,0.274595043552497,Ligand,Receptor,0.274595043552497
MSC,MSC,VEGFA,ITGAV,Ligand,Receptor,0.20387472535995,Ligand,Receptor,0.20387472535995
MSC,MSC,VEGFA,SIRPA,Ligand,Receptor,0.0759297881860098,Ligand,Receptor,0.0759297881860098
MSC,MSC,FST,BMPR2,Ligand,Receptor,0.170733167304266,Ligand,Receptor,0.170733167304266
MSC,MSC,MDK,NOTCH2,Ligand,Receptor,0.706634072660711,Ligand,Receptor,0.706634072660711
MSC,MSC,MDK,LRP1,Ligand,Receptor,0.808727483348217,Ligand,Receptor,0.808727483348217
MSC,MSC,FGF7,NRP1,Ligand,Receptor,0.194062357623961,Ligand,Receptor,0.194062357623961
MSC,MSC,FGF7,FGFR1,Ligand,Receptor,0.243613993540606,Ligand,Receptor,0.243613993540606
MSC,MSC,FBLN1,ITGB1,Ligand,Receptor,0.312098549468675,Ligand,Receptor,0.312098549468675
MSC,MSC,CALR,ITGAV,Ligand,Receptor,0.515114172910739,Ligand,Receptor,0.515114172910739
MSC,MSC,CALR,LRP1,Ligand,Receptor,0.560284168725812,Ligand,Receptor,0.560284168725812
MSC,MSC,GRN,TNFRSF1A,Ligand,Receptor,0.248561601068985,Ligand,Receptor,0.248561601068985
MSC,MSC,ADM,RAMP1,Ligand,Receptor,0.127113646767543,Ligand,Receptor,0.127113646767543
MSC,MSC,ADM,RAMP2,Ligand,Receptor,0.121329096431399,Ligand,Receptor,0.121329096431399
MSC,MSC,ADM,RAMP3,Ligand,Receptor,0.115210420414293,Ligand,Receptor,0.115210420414293
MSC,MSC,SERPINF1,PLXDC2,Ligand,Receptor,0.416176040977454,Ligand,Receptor,0.416176040977454
MSC,MSC,CXCL12,CD4,Ligand,Receptor,1.15025804938115,Ligand,Receptor,1.15025804938115
MSC,MSC,CXCL12,ITGB1,Ligand,Receptor,1.28541850797896,Ligand,Receptor,1.28541850797896
MSC,MSC,CXCL12,ITGAV,Ligand,Receptor,1.21469818978641,Ligand,Receptor,1.21469818978641
MSC,MSC,CXCL12,ITGA5,Ligand,Receptor,1.15180229766604,Ligand,Receptor,1.15180229766604
MSC,MSC,PGF,NRP1,Ligand,Receptor,0.305579876172866,Ligand,Receptor,0.305579876172866
MSC,MSC,PGF,NRP2,Ligand,Receptor,0.411345654180253,Ligand,Receptor,0.411345654180253
MSC,MSC,VEGFB,NRP1,Ligand,Receptor,0.115475972383408,Ligand,Receptor,0.115475972383408
MSC,MSC,LUM,ITGB1,Ligand,Receptor,0.707106103823432,Ligand,Receptor,0.707106103823432
MSC,MSC,COL16A1,ITGA10,Ligand,Receptor,0.367480493677617,Ligand,Receptor,0.367480493677617
MSC,MSC,COL16A1,ITGA1,Ligand,Receptor,0.370237054708444,Ligand,Receptor,0.370237054708444
MSC,MSC,COL16A1,ITGA11,Ligand,Receptor,0.383209045377387,Ligand,Receptor,0.383209045377387
MSC,MSC,LGALS3BP,ITGB1,Ligand,Receptor,0.461355074238313,Ligand,Receptor,0.461355074238313
MSC,MSC,MFGE8,ITGAV,Ligand,Receptor,0.20656848897297,Ligand,Receptor,0.20656848897297
MSC,MSC,MFGE8,PDGFRB,Ligand,Receptor,0.234321828504331,Ligand,Receptor,0.234321828504331
MSC,MSC,ANGPT1,ITGB1,Ligand,Receptor,0.299348939299991,Ligand,Receptor,0.299348939299991
MSC,MSC,ANGPT1,ITGA5,Ligand,Receptor,0.165732728987077,Ligand,Receptor,0.165732728987077
MSC,MSC,COL21A1,ITGA10,Ligand,Receptor,0.260993616842995,Ligand,Receptor,0.260993616842995
MSC,MSC,COL21A1,ITGA1,Ligand,Receptor,0.263750177873823,Ligand,Receptor,0.263750177873823
MSC,MSC,COL21A1,ITGA11,Ligand,Receptor,0.276722168542765,Ligand,Receptor,0.276722168542765
MSC,MSC,SCGB3A1,NOTCH3,Ligand,Receptor,0.265255322137464,Ligand,Receptor,0.265255322137464
MSC,MSC,SPON2,ITGB2,Ligand,Receptor,0.15202678482364,Ligand,Receptor,0.15202678482364
MSC,MSC,SPON2,ITGB1,Ligand,Receptor,0.250819336381822,Ligand,Receptor,0.250819336381822
MSC,MSC,SPON2,ITGA5,Ligand,Receptor,0.117203126068908,Ligand,Receptor,0.117203126068908
MSC,MSC,ANGPTL4,ITGA5,Ligand,Receptor,0.249529283645663,Ligand,Receptor,0.249529283645663
MSC,MSC,ANGPTL4,CDH11,Ligand,Receptor,0.485614526418713,Ligand,Receptor,0.485614526418713
MSC,MSC,LTBP3,ITGB5,Ligand,Receptor,0.20194465810459,Ligand,Receptor,0.20194465810459
MSC,MSC,CLEC11A,ITGA10,Ligand,Receptor,0.262281567173847,Ligand,Receptor,0.262281567173847
MSC,MSC,CLEC11A,ITGB1,Ligand,Receptor,0.384546590168629,Ligand,Receptor,0.384546590168629
MSC,MSC,CLEC11A,ITGA11,Ligand,Receptor,0.293738670573387,Ligand,Receptor,0.293738670573387
MSC,MSC,TXLNA,STX4,Ligand,Receptor,0.136420447800086,Ligand,Receptor,0.136420447800086
MSC,MSC,COL8A1,ITGA1,Ligand,Receptor,0.27859950580282,Ligand,Receptor,0.27859950580282
MSC,MSC,COL5A3,ITGA1,Ligand,Receptor,0.35520006685314,Ligand,Receptor,0.35520006685314
MSC,MSC,COL5A2,ITGA1,Ligand,Receptor,0.341969146231163,Ligand,Receptor,0.341969146231163
MSC,MSC,COL5A1,ITGA1,Ligand,Receptor,0.335267010748162,Ligand,Receptor,0.335267010748162
MSC,MSC,COL3A1,ITGA1,Ligand,Receptor,0.672561708916054,Ligand,Receptor,0.672561708916054
MSC,MSC,COL18A1,ITGA1,Ligand,Receptor,0.192362598198459,Ligand,Receptor,0.192362598198459
MSC,MSC,COL11A1,ITGA1,Ligand,Receptor,0.319848772495673,Ligand,Receptor,0.319848772495673
MSC,MSC,COL11A1,ITGA10,Ligand,Receptor,0.317092211464845,Ligand,Receptor,0.317092211464845
MSC,MSC,COL18A1,ITGA10,Ligand,Receptor,0.189606037167631,Ligand,Receptor,0.189606037167631
MSC,MSC,COL3A1,ITGA10,Ligand,Receptor,0.669805147885227,Ligand,Receptor,0.669805147885227
MSC,MSC,COL5A1,ITGA10,Ligand,Receptor,0.332510449717334,Ligand,Receptor,0.332510449717334
MSC,MSC,COL5A2,ITGA10,Ligand,Receptor,0.339212585200336,Ligand,Receptor,0.339212585200336
MSC,MSC,COL5A3,ITGA10,Ligand,Receptor,0.352443505822313,Ligand,Receptor,0.352443505822313
MSC,MSC,COL8A1,ITGA10,Ligand,Receptor,0.275842944771992,Ligand,Receptor,0.275842944771992
MSC,MSC,COL11A1,ITGA11,Ligand,Receptor,0.332820763164615,Ligand,Receptor,0.332820763164615
MSC,MSC,COL18A1,ITGA11,Ligand,Receptor,0.205334588867401,Ligand,Receptor,0.205334588867401
MSC,MSC,COL3A1,ITGA11,Ligand,Receptor,0.685533699584997,Ligand,Receptor,0.685533699584997
MSC,MSC,COL5A1,ITGA11,Ligand,Receptor,0.348239001417104,Ligand,Receptor,0.348239001417104
MSC,MSC,COL5A2,ITGA11,Ligand,Receptor,0.354941136900106,Ligand,Receptor,0.354941136900106
MSC,MSC,COL5A3,ITGA11,Ligand,Receptor,0.368172057522082,Ligand,Receptor,0.368172057522082
MSC,MSC,COL8A1,ITGA11,Ligand,Receptor,0.291571496471762,Ligand,Receptor,0.291571496471762
MSC,MSC,MFNG,NOTCH2,Ligand,Receptor,0.101197712567498,Ligand,Receptor,0.101197712567498
MSC,MSC,FSTL1,DIP2A,Ligand,Receptor,0.506805614670729,Ligand,Receptor,0.506805614670729
MSC,MSC,GRN,SORT1,Ligand,Receptor,0.184760226905492,Ligand,Receptor,0.184760226905492
MSC,MSC,TIMP1,CD63,Ligand,Receptor,1.32974466341912,Ligand,Receptor,1.32974466341912
MSC,MSC,PLAT,LRP1,Ligand,Receptor,0.240889820767681,Ligand,Receptor,0.240889820767681
MSC,MSC,TGFB1,ENG,Ligand,Receptor,0.316252693679381,Ligand,Receptor,0.316252693679381
MSC,MSC,TFPI,LRP1,Ligand,Receptor,0.470464996135804,Ligand,Receptor,0.470464996135804
MSC,MSC,THBS1,SDC4,Ligand,Receptor,0.323196955969078,Ligand,Receptor,0.323196955969078
MSC,MSC,TIMP2,ITGB1,Ligand,Receptor,0.326024876737352,Ligand,Receptor,0.326024876737352
MSC,MSC,COL3A1,DDR2,Ligand,Receptor,0.656297364141148,Ligand,Receptor,0.656297364141148
MSC,MSC,FBN1,ITGB1,Ligand,Receptor,0.359211086777453,Ligand,Receptor,0.359211086777453
MSC,MSC,CTHRC1,FZD5,Ligand,Receptor,0.10628212261007,Ligand,Receptor,0.10628212261007
MSC,MSC,SLPI,PLSCR4,Ligand,Receptor,0.343712604772137,Ligand,Receptor,0.343712604772137
MSC,MSC,HMGB1,THBD,Ligand,Receptor,0.798509301123842,Ligand,Receptor,0.798509301123842
MSC,MSC,TGM2,ITGB1,Ligand,Receptor,0.282856161110745,Ligand,Receptor,0.282856161110745
MSC,MSC,TGM2,SDC4,Ligand,Receptor,0.116814772669557,Ligand,Receptor,0.116814772669557
MSC,MSC,TGM2,ADGRG1,Ligand,Receptor,0.0729862371218866,Ligand,Receptor,0.0729862371218866
MSC,MSC,A2M,LRP1,Ligand,Receptor,0.288496305948351,Ligand,Receptor,0.288496305948351
MSC,MSC,SERPINE2,LRP1,Ligand,Receptor,0.276602559427743,Ligand,Receptor,0.276602559427743
MSC,MSC,LRPAP1,LRP1,Ligand,Receptor,0.270991094069385,Ligand,Receptor,0.270991094069385
MSC,MSC,C1QB,LRP1,Ligand,Receptor,0.215230376844372,Ligand,Receptor,0.215230376844372
MSC,MSC,LPL,LRP1,Ligand,Receptor,0.319766084712768,Ligand,Receptor,0.319766084712768
MSC,MSC,PSAP,LRP1,Ligand,Receptor,0.398029447019561,Ligand,Receptor,0.398029447019561
MSC,MSC,HLA-B,CANX,Ligand,Receptor,1.48029881169128,Ligand,Receptor,1.48029881169128
MSC,MSC,PSEN1,NOTCH2,Ligand,Receptor,0.131392469206956,Ligand,Receptor,0.131392469206956
MSC,MSC,PSEN1,NOTCH3,Ligand,Receptor,0.289245546603333,Ligand,Receptor,0.289245546603333
MSC,MSC,FBN1,ITGA5,Ligand,Receptor,0.22559487646454,Ligand,Receptor,0.22559487646454
MSC,MSC,COL18A1,ITGA5,Ligand,Receptor,0.117122338352108,Ligand,Receptor,0.117122338352108
MSC,MSC,LTBP1,ITGB5,Ligand,Receptor,0.171392228204679,Ligand,Receptor,0.171392228204679
MSC,MSC,MDK,SDC4,Ligand,Receptor,0.668236417284504,Ligand,Receptor,0.668236417284504
MSC,MSC,VIM,CD44,Ligand,Receptor,0.950831442823601,Ligand,Receptor,0.950831442823601
MSC,MSC,NAMPT,INSR,Ligand,Receptor,0.114652521618268,Ligand,Receptor,0.114652521618268
MSC,MSC,COL18A1,PTPRS,Ligand,Receptor,0.0953831311818802,Ligand,Receptor,0.0953831311818802
MSC,MSC,SERPING1,LRP1,Ligand,Receptor,0.69902913130274,Ligand,Receptor,0.69902913130274
MSC,MSC,SLPI,PLSCR1,Ligand,Receptor,0.420968572159509,Ligand,Receptor,0.420968572159509
MSC,MSC,TLN1,ITGB5,Ligand,Receptor,0.151975071389368,Ligand,Receptor,0.151975071389368
MSC,MSC,ITGB3BP,ITGB5,Ligand,Receptor,0.141010269876932,Ligand,Receptor,0.141010269876932
MSC,MSC,VCL,ITGB5,Ligand,Receptor,0.166714379267425,Ligand,Receptor,0.166714379267425
MSC,MSC,MMP2,FGFR1,Ligand,Receptor,0.252042838994989,Ligand,Receptor,0.252042838994989
MSC,MSC,TFPI,SDC4,Ligand,Receptor,0.329973930072091,Ligand,Receptor,0.329973930072091
MSC,MSC,TFPI,F3,Ligand,Receptor,0.330847003565391,Ligand,Receptor,0.330847003565391
MSC,MSC,LMAN1,MCFD2,Ligand,Receptor,0.154941450432774,Ligand,Receptor,0.154941450432774
MSC,MSC,TNC,SDC4,Ligand,Receptor,0.438151326502776,Ligand,Receptor,0.438151326502776
MSC,MSC,SLPI,CD4,Ligand,Receptor,0.382105266872272,Ligand,Receptor,0.382105266872272
MSC,MSC,RTN4,NGFR,Ligand,Receptor,0.192681065274434,Ligand,Receptor,0.192681065274434
MSC,MSC,HSP90B1,LRP1,Ligand,Receptor,0.46124937231854,Ligand,Receptor,0.46124937231854
MSC,MSC,HSP90B1,ERBB2,Ligand,Receptor,0.327379054745007,Ligand,Receptor,0.327379054745007
MSC,MSC,BGN,LY96,Ligand,Receptor,0.443113506431636,Ligand,Receptor,0.443113506431636
MSC,MSC,COL18A1,ITGB5,Ligand,Receptor,0.147535733317204,Ligand,Receptor,0.147535733317204
MSC,MSC,CXCL12,SDC4,Ligand,Receptor,1.11937711953777,Ligand,Receptor,1.11937711953777
MSC,MSC,PDAP1,PDGFRB,Ligand,Receptor,0.242604948426759,Ligand,Receptor,0.242604948426759
MSC,MSC,NAMPT,ITGA5,Ligand,Receptor,0.209095510495717,Ligand,Receptor,0.209095510495717
MSC,MSC,ANGPTL4,SDC4,Ligand,Receptor,0.150296000360933,Ligand,Receptor,0.150296000360933
MSC,MSC,MDK,NCL,Ligand,Receptor,0.694654122285039,Ligand,Receptor,0.694654122285039
MSC,MSC,MXRA5,PILRB,Ligand,Receptor,0.0945677493631542,Ligand,Receptor,0.0945677493631542
MSC,MSC,SPARC,FGFR1,Ligand,Receptor,0.510879215871532,Ligand,Receptor,0.510879215871532
MSC,MSC,SPARC,ENG,Ligand,Receptor,0.618386878110497,Ligand,Receptor,0.618386878110497
MSC,MSC,VWF,ITGB1,Ligand,Receptor,0.266905635656111,Ligand,Receptor,0.266905635656111
MSC,MSC,RARRES1,NRP2,Ligand,Receptor,0.205611918275098,Ligand,Receptor,0.205611918275098
MSC,MSC,TGFB1,LPP,Ligand,Receptor,0.183816645346139,Ligand,Receptor,0.183816645346139
MSC,MSC,MFGE8,ITGB5,Ligand,Receptor,0.1740859918177,Ligand,Receptor,0.1740859918177
MSC,MSC,MAML2,NOTCH2,Ligand,Receptor,0.28241786806693,Ligand,Receptor,0.28241786806693
MSC,MSC,MAML2,NOTCH3,Ligand,Receptor,0.440270945463307,Ligand,Receptor,0.440270945463307
MSC,Megakaryocyte,ANXA1,ADRA2A,Ligand,Receptor,0.261186356341541,Ligand,Receptor,0.261186356341541
MSC,Megakaryocyte,APP,TSPAN15,Ligand,Receptor,0.178857965247104,Ligand,Receptor,0.178857965247104
MSC,Megakaryocyte,APP,CD74,Ligand,Receptor,0.626426393484566,Ligand,Receptor,0.626426393484566
MSC,Megakaryocyte,APP,RPSA,Ligand,Receptor,0.94389520646169,Ligand,Receptor,0.94389520646169
MSC,Megakaryocyte,APP,ADRA2A,Ligand,Receptor,0.138908234605019,Ligand,Receptor,0.138908234605019
MSC,Megakaryocyte,ITGB2,CD226,Ligand,Receptor,0.246272066722754,Ligand,Receptor,0.246272066722754
MSC,Megakaryocyte,THBS1,ITGA4,Ligand,Receptor,0.301073018041166,Ligand,Receptor,0.301073018041166
MSC,Megakaryocyte,THBS1,CD36,Ligand,Receptor,0.65712355941992,Ligand,Receptor,0.65712355941992
MSC,Megakaryocyte,THBS1,CD47,Ligand,Receptor,0.455021618928027,Ligand,Receptor,0.455021618928027
MSC,Megakaryocyte,CSF1,SIRPA,Ligand,Receptor,0.159344942718332,Ligand,Receptor,0.159344942718332
MSC,Megakaryocyte,VCAM1,ITGA4,Ligand,Receptor,0.737071540688087,Ligand,Receptor,0.737071540688087
MSC,Megakaryocyte,CD34,SELP,Ligand,Receptor,0.070703618353935,Ligand,Receptor,0.070703618353935
MSC,Megakaryocyte,SIRPA,CD47,Ligand,Receptor,0.205829388772611,Ligand,Receptor,0.205829388772611
MSC,Megakaryocyte,ADAM17,ITGB1,Ligand,Receptor,0.411091535008305,Ligand,Receptor,0.411091535008305
MSC,Megakaryocyte,CD47,SIRPA,Ligand,Receptor,0.17377811774125,Ligand,Receptor,0.17377811774125
MSC,Megakaryocyte,ADAM9,ITGB1,Ligand,Receptor,0.362358301902671,Ligand,Receptor,0.362358301902671
MSC,Megakaryocyte,ADAM15,ITGB1,Ligand,Receptor,0.34206364974374,Ligand,Receptor,0.34206364974374
MSC,Megakaryocyte,ICAM4,ITGB1,Ligand,Receptor,0.351949567172172,Ligand,Receptor,0.351949567172172
MSC,Megakaryocyte,ICAM4,ITGA2B,Ligand,Receptor,0.373402822713198,Ligand,Receptor,0.373402822713198
MSC,Megakaryocyte,BTLA,TNFRSF14,Ligand,Receptor,0.117271434344935,Ligand,Receptor,0.117271434344935
MSC,Megakaryocyte,CLEC2D,KLRB1,Ligand,Receptor,0.149204313289704,Ligand,Receptor,0.149204313289704
MSC,Megakaryocyte,TNFSF13B,HLA-DPB1,Ligand,Receptor,0.166459520107361,Ligand,Receptor,0.166459520107361
MSC,Megakaryocyte,AGRN,ITGB1,Ligand,Receptor,0.371087919370411,Ligand,Receptor,0.371087919370411
MSC,Megakaryocyte,COL1A1,CD44,Ligand,Receptor,0.698515536356388,Ligand,Receptor,0.698515536356388
MSC,Megakaryocyte,COL1A1,CD36,Ligand,Receptor,1.02736885419422,Ligand,Receptor,1.02736885419422
MSC,Megakaryocyte,COL1A1,GP6,Ligand,Receptor,0.730666412921493,Ligand,Receptor,0.730666412921493
MSC,Megakaryocyte,COL1A1,CD93,Ligand,Receptor,0.68899183736862,Ligand,Receptor,0.68899183736862
MSC,Megakaryocyte,COL4A1,CD47,Ligand,Receptor,0.279337562115706,Ligand,Receptor,0.279337562115706
MSC,Megakaryocyte,COL4A1,GP6,Ligand,Receptor,0.184737061334874,Ligand,Receptor,0.184737061334874
MSC,Megakaryocyte,COL4A1,CD93,Ligand,Receptor,0.143062485782,Ligand,Receptor,0.143062485782
MSC,Megakaryocyte,FN1,ITGA4,Ligand,Receptor,0.519572036485598,Ligand,Receptor,0.519572036485598
MSC,Megakaryocyte,FN1,CD44,Ligand,Receptor,0.396075494786342,Ligand,Receptor,0.396075494786342
MSC,Megakaryocyte,FN1,IL17RC,Ligand,Receptor,0.375864799169442,Ligand,Receptor,0.375864799169442
MSC,Megakaryocyte,COL1A2,ITGA2B,Ligand,Receptor,1.01661892984987,Ligand,Receptor,1.01661892984987
MSC,Megakaryocyte,COL1A2,CD44,Ligand,Receptor,0.720975367369405,Ligand,Receptor,0.720975367369405
MSC,Megakaryocyte,COL1A2,CD36,Ligand,Receptor,1.04982868520723,Ligand,Receptor,1.04982868520723
MSC,Megakaryocyte,COL1A2,GP6,Ligand,Receptor,0.75312624393451,Ligand,Receptor,0.75312624393451
MSC,Megakaryocyte,COL1A2,CD93,Ligand,Receptor,0.711451668381637,Ligand,Receptor,0.711451668381637
MSC,Megakaryocyte,COL4A2,GP6,Ligand,Receptor,0.151462185112226,Ligand,Receptor,0.151462185112226
MSC,Megakaryocyte,COL4A2,CD93,Ligand,Receptor,0.109787609559352,Ligand,Receptor,0.109787609559352
MSC,Megakaryocyte,COL6A1,CD44,Ligand,Receptor,0.286328934736369,Ligand,Receptor,0.286328934736369
MSC,Megakaryocyte,COL6A1,GP6,Ligand,Receptor,0.318479811301474,Ligand,Receptor,0.318479811301474
MSC,Megakaryocyte,COL6A2,CD44,Ligand,Receptor,0.571730015305347,Ligand,Receptor,0.571730015305347
